Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,20S Proteasome,Saccharomyces cerevisiae (Baker's yeast),"Human, Mouse, C. elegans, Drosophila melanogaster, and virtually all eukaryotes","The 20S proteasome is the core proteolytic component of the 26S proteasome complex, responsible for degrading ubiquitinated proteins in the ubiquitin-proteasome pathway. It contains multiple proteolytic sites with caspase-like, trypsin-like, and chymotrypsin-like activities that cleave peptide bonds after acidic, basic, and hydrophobic amino acid residues, respectively.","- Alpha subunits: Pre1, Pre5, Pre6, Pre8, Pre9, Pre10, Pup2; - Beta subunits: Pre2, Pre3, Pre4, Pre7, Pup1, Pup3, Pre1","- Alpha subunits: PRE1, PRE5, PRE6, PRE8, PRE9, PRE10, PUP2; - Beta subunits: PRE2, PRE3, PRE4, PRE7, PUP1, PUP3, PRE1",(0.95 × 0.3) + (0.95 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.225 + 0.15 = **0.945**
zero-shot,,,,,,,
few-shot,Hyperpolarization-activated cyclic nucleotide-gated channel complex,Human,"Mouse, Rat, Rabbit","This complex forms functional ion channels that conduct both potassium and sodium ions across cell membranes. These channels are activated by membrane hyperpolarization and modulated by cyclic nucleotides, particularly cAMP. In the heart, they contribute to the pacemaker current (If) responsible for cardiac rhythmicity. In neurons, they regulate resting membrane potential, dendritic integration, and synaptic transmission, contributing to neuronal excitability, rhythmic activity, and plasticity.",- Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); - Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (HCN2); - Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3 (HCN3); - Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),"HCN1, HCN2, HCN3, HCN4",(0.85 × 0.3) + (0.8 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.255 + 0.24 + 0.25 + 0.135 = **0.88**
contextual,Hyperpolarization-activated cyclic nucleotide-gated channel complex,Human,"Mouse, Rat, Rabbit","Functions as a voltage-gated ion channel that permits the flow of Na+ and K+ ions across the cell membrane in response to hyperpolarization. This complex generates the ""funny"" current (If) in cardiac pacemaker cells, contributes to the resting membrane potential in neurons, and plays a critical role in rhythmic activity in both cardiac and neuronal tissues. The complex is directly modulated by cyclic nucleotides (cAMP and cGMP), which bind to the cyclic nucleotide-binding domain (CNBD) in the C-terminal region, shifting the voltage dependence of activation to more positive potentials.","Hyperpolarization-activated cyclic nucleotide-gated potassium channel 1, Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2, Hyperpolarization-activated cyclic nucleotide-gated potassium channel 3, Hyperpolarization-activated cyclic nucleotide-gated potassium channel 4","HCN1, HCN2, HCN3, HCN4",(0.85 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.255 + 0.27 + 0.25 + 0.135 = **0.91**
zero-shot,,,,,,,
few-shot,,,,,,,(0.1 × 0.3) + (0.0 × 0.3) + (0.5 × 0.25) + (0.5 × 0.15) = 0.03 + 0 + 0.125 + 0.075 = **0.23**
contextual,GRIN1-P2RY4 complex (putative),Human (tentative),N/A,"No documented functional interaction between these proteins exists in major protein interaction databases. GRIN1 (Glutamate Receptor Ionotropic NMDA 1) functions in glutamatergic neurotransmission as part of NMDA receptors, while P2RY4 (P2Y Purinergic Receptor 4) is a G-protein coupled receptor activated by uridine nucleotides. These proteins belong to different cellular pathways and compartments.",- GRIN1 (GluN1): NMDA receptor subunit; - P2RY4: Purinergic receptor,- GRIN1; - P2RY4,(0.1 × 0.3) + (0.05 × 0.3) + (0.9 × 0.25) + (0.7 × 0.15) = 0.03 + 0.015 + 0.225 + 0.105 = **0.375**
zero-shot,,,,,,,
few-shot,** LY96-TLR4 complex,** Human,"** Mouse, Rat, Bovine","** This complex is essential for innate immune recognition of bacterial lipopolysaccharide (LPS). LY96 (MD-2) binds to LPS and forms a heterodimer with TLR4, which triggers signaling cascades leading to activation of the transcription factor NF-κB and the production of proinflammatory cytokines. The complex acts as a critical sensor for Gram-negative bacterial infections and initiates host defense mechanisms.","** Lymphocyte antigen 96 (LY96/MD-2), Toll-like receptor 4 (TLR4)","** LY96, TLR4",** (0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,** LY96-TLR4 complex,** Human,"** Mouse, Horse, Pig, Cattle","** This complex functions as a pattern recognition receptor that detects lipopolysaccharide (LPS) from Gram-negative bacteria. When LPS binds to LY96 (also known as MD-2), it induces conformational changes that facilitate TLR4 dimerization and subsequent activation of innate immune signaling pathways. This initiates a signaling cascade that leads to NF-κB activation and production of proinflammatory cytokines, ultimately triggering inflammatory responses against bacterial infection.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,** RAD6-RAD18 ubiquitin ligase complex,** Saccharomyces cerevisiae (budding yeast),"** Human, Mouse, Chicken, Xenopus laevis","** The RAD6-RAD18 complex functions as an E2-E3 ubiquitin ligase that monoubiquitinates PCNA at lysine 164 in response to DNA damage, particularly after replication fork stalling. This modification promotes translesion synthesis (TLS) by recruiting specialized DNA polymerases that can bypass DNA lesions, thereby promoting DNA damage tolerance and maintaining genome stability.",**,**,** (0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.285 + 0.25 + 0.1425 = **0.9475**
contextual,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster","The RAD6-RAD18 complex functions as an E2-E3 ubiquitin ligase that monoubiquitinates PCNA (Proliferating Cell Nuclear Antigen) at lysine 164 in response to DNA damage. This modification activates translesion synthesis (TLS), allowing DNA replication to bypass lesions that would otherwise block replication fork progression. The complex is a key component of the DNA damage tolerance pathway.","Ubiquitin-conjugating enzyme E2-2 (Rad6), E3 ubiquitin-protein ligase RAD18 (Rad18)","RAD6 (also known as UBC2), RAD18",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
zero-shot,,,,,,,
few-shot,** PHO85-PHO80 CDK-cyclin complex,** Saccharomyces cerevisiae (budding yeast),"** N/A (The specific PHO85-PHO80 complex is unique to yeast, although functional homologs of cyclin-dependent kinases exist in other species)","** This complex regulates phosphate metabolism in response to phosphate availability. When phosphate is abundant, the complex phosphorylates the transcription factor Pho4, leading to its export from the nucleus and repression of phosphate-responsive genes. Under phosphate-limiting conditions, the complex is inactive, allowing Pho4 to remain in the nucleus and activate genes involved in phosphate acquisition and metabolism.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast),"Similar cyclin-dependent kinase complexes exist in other fungi, but with different specificities and regulatory mechanisms","This complex regulates phosphate metabolism in response to environmental phosphate levels. It phosphorylates and inactivates the transcription factor Pho4 under high-phosphate conditions, preventing the expression of phosphate-responsive genes. When phosphate is limited, the complex is inhibited by Pho81, allowing Pho4 to activate genes involved in phosphate acquisition and utilization.","Cyclin-dependent kinase PHO85, Cyclin PHO80","PHO85, PHO80",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
_zero-shot,,,,,,,
_few-shot,DNA Polymerase Epsilon complex (Pol ε),Saccharomyces cerevisiae (Baker's yeast),"Human, Mouse, C. elegans, Drosophila melanogaster, and other eukaryotes","DNA polymerase epsilon is primarily responsible for leading strand DNA synthesis during eukaryotic DNA replication. It has high processivity and proofreading activity through its 3'→5' exonuclease function. Additionally, it plays roles in DNA repair (particularly nucleotide excision repair), cell-cycle checkpoint control, and chromatin remodeling.",- DNA polymerase epsilon catalytic subunit A (Pol2); - DNA polymerase epsilon subunit B (Dpb2); - DNA polymerase epsilon subunit C (Dpb3); - DNA polymerase epsilon subunit D (Dpb4),- POL2; - DPB2; - DPB3; - DPB4,(0.9 × 0.3) + (0.95 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.2375 + 0.15 = **0.9425**
_contextual,,,,,,,
zero-shot,,,,,,,
few-shot,Golgi Transport Complex (COG complex),Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","The COG (Conserved Oligomeric Golgi) complex is essential for establishing and maintaining the normal structure and function of the Golgi apparatus. It mediates retrograde vesicular trafficking within the Golgi and between the Golgi and endoplasmic reticulum. The complex tethers vesicles to their target membranes, facilitating SNARE-mediated fusion and proper glycosylation of proteins and lipids.","Cog1, Cog2, Cog3, Cog4, Cog5, Cog6, Cog7, Cog8","COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.285 + 0.25 + 0.135 = **0.94**
contextual,Conserved Oligomeric Golgi (COG) complex,Saccharomyces cerevisiae (Budding yeast),"Human, Mouse, Drosophila melanogaster, C. elegans","The COG complex is a multi-subunit tethering complex that functions in retrograde vesicular trafficking within the Golgi apparatus. It mediates the tethering of COPI-coated vesicles to Golgi membranes, facilitating their fusion and ensuring proper glycosylation and protein sorting. The complex plays a critical role in maintaining Golgi structure and function by retrieving Golgi resident proteins.","Cog1, Cog2, Cog3, Cog4, Cog5, Cog6, Cog7, Cog8","COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.285 + 0.25 + 0.1425 = **0.9475**
zero-shot,,,,,,,
few-shot,,,,,,,
contextual,GPI-anchor transamidase complex,Human,"Saccharomyces cerevisiae, Mouse, Drosophila melanogaster",This complex catalyzes the attachment of glycosylphosphatidylinositol (GPI) anchors to proteins containing a C-terminal GPI attachment signal sequence. It cleaves the signal peptide and transfers the protein to a preformed GPI anchor in the endoplasmic reticulum membrane.,"GPI transamidase component PIG-T, GPI transamidase component PIG-S, GPI transamidase component PIG-U, GPI transamidase component PIG-K (GPI8), GPI transamidase component GPAA1","PIGT, PIGS, PIGU, PIGK, GPAA1",(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1425 = **0.9475**
zero,,,,,,,
few-,Glycosylphosphatidylinositol-mannosyltransferase I (GPI-MTI) Complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster","The GPI-MTI complex catalyzes the first mannosylation step in glycosylphosphatidylinositol (GPI) anchor biosynthesis, transferring a mannose residue from dolichol-phosphate-mannose to phosphatidylinositol-glucosamine in the endoplasmic reticulum membrane. This is a critical step in the biosynthesis of GPI anchors, which are attached to various proteins for their proper localization to the plasma membrane.",- GPI-mannosyltransferase 1 (Gpi14p); - PIG-V (Gpi18p); - Phosphomannomutase (Gpi19p/Pbn1p),- GPI14; - GPI18; - PBN1,(0.85 × 0.3) + (0.80 × 0.3) + (0.90 × 0.25) + (0.95 × 0.15) = 0.255 + 0.24 + 0.225 + 0.1425 = **0.8625**
cont,** Glycosylphosphatidylinositol-mannosyltransferase I (GPI-MT-I) Complex,** Saccharomyces cerevisiae (Baker's yeast),"** Human, Mouse, Drosophila melanogaster, C. elegans","** The GPI-MT-I complex catalyzes the first mannosylation step in glycosylphosphatidylinositol (GPI) anchor biosynthesis. It transfers a mannose residue from dolichol-phosphate-mannose to phosphatidylinositol (PI) in the GPI anchor precursor, forming ManGPI. This is a critical step in the synthesis of GPI anchors, which are glycolipid structures that anchor various proteins to the cell surface.",**,**,** (0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.255 + 0.27 + 0.25 + 0.1425 = **0.9175**
zero-shot,,,,,,,
few-shot,** Dsl1 tethering complex,** Saccharomyces cerevisiae (Baker's yeast),"** Homologous complexes exist in other eukaryotes, known as the NRZ complex in mammals and the syntaxin 18 complex in mammals/metazoans.","** The Dsl1 complex functions as a vesicle tethering complex at the endoplasmic reticulum (ER), capturing COPI-coated vesicles traveling from the Golgi apparatus to the ER. It mediates the initial long-range interaction between these vesicles and the ER membrane prior to SNARE-mediated fusion. The complex also plays a role in organizing the ER SNARE proteins for efficient fusion events.",**,**,** (0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,** Dsl1 tethering complex,** Saccharomyces cerevisiae (Baker's yeast),** A homologous complex called the NRZ complex exists in mammalian cells (including human and mouse) and Drosophila melanogaster,"** The Dsl1 complex functions as a vesicle tethering factor at the endoplasmic reticulum (ER), mediating the retrograde trafficking of COPI-coated vesicles from the Golgi apparatus back to the ER. It captures incoming vesicles through interactions with COPI coat proteins and facilitates their fusion with the ER membrane by interacting with ER-localized SNARE proteins.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,"AP-1 Adaptor Complex (HA1, HA1 clathrin adaptor)",Human,"Mouse, Rat, Zebrafish, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae",The AP-1 complex is a heterotetramer that mediates the recruitment of clathrin to membranes and the sorting of cargo proteins between the trans-Golgi network (TGN) and endosomes. It recognizes sorting signals in cargo proteins and facilitates vesicle formation by recruiting clathrin and accessory proteins to specific membrane compartments. AP-1 is particularly important for protein trafficking in the secretory and endocytic pathways.,- AP-1 complex subunit gamma-1 (AP1G1); - AP-1 complex subunit beta-1 (AP1B1); - AP-1 complex subunit mu-1 (AP1M1); - AP-1 complex subunit sigma-1A (AP1S1),- AP1G1; - AP1B1; - AP1M1; - AP1S1,(0.90 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.285 + 0.25 + 0.1425 = **0.9475**
contextual,,,,,,,
zero-shot,,,,,,,
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),"N/A (Functional homologs of individual components exist in other organisms, but the specific complex architecture is unique to yeast)","This complex plays a critical role in endocytosis and actin cytoskeleton organization in yeast. It functions as a regulatory hub that coordinates the assembly of actin filaments at endocytic sites. The complex activates the Arp2/3 complex to promote actin polymerization, links endocytic coat proteins to the actin cytoskeleton, and helps establish the proper spatiotemporal sequence of events during endocytosis.",- Pan1 (Protein involved in actin organization); - End3 (EH domain-containing protein 3); - Sla1 (Cytoskeletal protein binding protein); - Sla2/End4 (Adaptor protein); - Las17/Bee1 (WASP homolog); - Ent1/Ent2 (Epsin-like proteins),"- PAN1; - END3; - SLA1; - SLA2/END4; - LAS17/BEE1; - ENT1, ENT2",(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
contextual,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),"Similar complexes with functional homology exist in other fungi, but the exact composition differs substantially.",This complex functions in endocytosis by coordinating actin assembly and vesicle internalization at endocytic sites. It links cargo selection with the actin cytoskeleton reorganization needed for membrane invagination and vesicle scission. The complex acts as a scaffold that recruits and activates the Arp2/3 complex to promote actin polymerization during endocytosis.,"Pan1 (Protein involved in actin organization), End3 (Protein involved in endocytosis), Sla1 (Cytoskeletal protein binding protein)","PAN1, END3, SLA1",(0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
zero-shot,,,,,,,
few-shot,AMPK (AMP-activated protein kinase) complex,Human,"Mouse, Rat, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","AMPK is a heterotrimeric serine/threonine protein kinase that functions as a cellular energy sensor. It is activated during energy stress when AMP/ADP levels rise relative to ATP. Once activated, AMPK promotes catabolic pathways that generate ATP while inhibiting anabolic pathways that consume ATP, thereby maintaining cellular energy homeostasis. AMPK regulates glucose and lipid metabolism, autophagy, mitochondrial biogenesis, and cell growth.","- AMPK α catalytic subunit (α1 or α2); - AMPK β regulatory subunit (β1 or β2); - AMPK γ regulatory subunit (γ1, γ2, or γ3)","- PRKAA1, PRKAA2 (α subunits); - PRKAB1, PRKAB2 (β subunits); - PRKAG1, PRKAG2, PRKAG3 (γ subunits)",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
contextual,AMPK (AMP-activated protein kinase) complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","AMPK functions as a key cellular energy sensor that maintains energy homeostasis. When cellular ATP levels fall (and AMP/ADP levels rise), AMPK is activated and initiates catabolic pathways that generate ATP while inhibiting ATP-consuming anabolic processes. It regulates glucose and lipid metabolism, mitochondrial biogenesis, autophagy, and cell growth. AMPK responds to metabolic stress, exercise, and certain pharmacological agents like metformin.","- AMPKα1 or AMPKα2 (catalytic subunit); - AMPKβ1 or AMPKβ2 (scaffold/regulatory subunit); - AMPKγ1, AMPKγ2, or AMPKγ3 (regulatory subunit)","- PRKAA1 (AMPKα1), PRKAA2 (AMPKα2); - PRKAB1 (AMPKβ1), PRKAB2 (AMPKβ2); - PRKAG1 (AMPKγ1), PRKAG2 (AMPKγ2), PRKAG3 (AMPKγ3)",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
zero-shot,,,,,,,
few-shot,,,,,,,
contextual,Augmin complex,Drosophila melanogaster,"Human, Xenopus laevis, Arabidopsis thaliana","The Augmin complex is a microtubule-binding complex that amplifies the microtubule network within the mitotic spindle by mediating the nucleation of new microtubules from pre-existing microtubules. It recruits the γ-tubulin ring complex (γ-TuRC) to the spindle microtubules, allowing for microtubule branching and amplification. This function is essential for proper spindle assembly, chromosome segregation, and cytokinesis during mitosis.",- Msd1 (Microtubule-associated protein Msd1); - Msd2 (Microtubule-associated protein Msd2); - Msd3 (Microtubule-associated protein Msd3); - Msd4 (Microtubule-associated protein Msd4); - Msd5 (Microtubule-associated protein Msd5/Wac); - Dgt2 (Dim gamma-tubulin 2); - Dgt3 (Dim gamma-tubulin 3); - Dgt4 (Dim gamma-tubulin 4); - Dgt5 (Dim gamma-tubulin 5); - Dgt6 (Dim gamma-tubulin 6),- msd1; - msd2; - msd3; - msd4; - msd5/wac; - dgt2; - dgt3; - dgt4; - dgt5; - dgt6,(0.9 × 0.3) + (0.95 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.2375 + 0.15 = **0.9425**
zero-shot,,,,,,,
few-shot,Myb-MuvB (MMB) Transcriptional Activation Complex,Human (Homo sapiens),"Drosophila melanogaster, Mouse, Xenopus",The MMB complex functions as a transcriptional activator that regulates genes involved in the G2/M phase of the cell cycle. It specifically binds to the CHR (cell cycle genes homology region) elements in the promoters of G2/M genes and activates their expression. This complex is critical for proper mitotic progression and genomic stability.,"- B-MYB (Myb-related protein B); - LIN9; - LIN37; - LIN52; - LIN54; - RBBP4 (Retinoblastoma-binding protein 4); - p107 (RBL1, Retinoblastoma-like protein 1); - p130 (RBL2, Retinoblastoma-like protein 2)",- MYBL2 (for B-MYB); - LIN9; - LIN37; - LIN52; - LIN54; - RBBP4; - RBL1 (for p107); - RBL2 (for p130),(0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.255 + 0.27 + 0.25 + 0.135 = **0.91**
contextual,Myb-MuvB transcriptional activation complex (MMB complex),Human (Homo sapiens),"Drosophila melanogaster, Mouse, Xenopus laevis","The MMB complex is a critical cell cycle regulator that activates gene expression during the G2/M phase of the cell cycle. It specifically binds to conserved elements in promoters of many G2/M genes and activates their transcription, coordinating cell cycle progression. This complex is essential for the expression of genes required for mitosis and cytokinesis.",- B-MYB (Myb-related protein B); - LIN9 protein; - LIN37 protein; - LIN52 protein; - LIN54 protein; - RBBP4 (Retinoblastoma-binding protein 4),- MYBL2 (for B-MYB); - LIN9; - LIN37; - LIN52; - LIN54; - RBBP4,(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.255 + 0.25 + 0.1425 = **0.9175**
zero-shot,,,,,,,
few-shot,** CORVET (Class C core vacuole/endosome tethering),** Saccharomyces cerevisiae (Baker's yeast),"** Mammals (including humans), Drosophila melanogaster, Caenorhabditis elegans, plants","** CORVET functions as a tethering complex in the endosomal pathway, mediating early-to-late endosome fusion. It acts as a Rab5-effector that facilitates membrane tethering and subsequent SNARE-mediated fusion of endosomes. The complex plays a critical role in endosomal maturation, vacuolar protein sorting, and maintaining proper endosomal morphology.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,** CORVET (Class C core vacuole/endosome tethering) complex,** Saccharomyces cerevisiae (Baker's yeast),"** Found in other fungi, mammals (including humans), and plants with some variations in subunit composition","** The CORVET complex functions as a Rab5-effector that mediates tethering and fusion of endosomes in the early endocytic pathway. It plays a critical role in vesicle trafficking between the Golgi and vacuole/lysosome, specifically mediating the conversion of early endosomes to late endosomes. The complex recognizes Vps21 (Rab5) on endosomal membranes, facilitating homotypic fusion between early endosomes and heterotypic fusion with vacuoles.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,Sodium leak channel complex (NALCN complex),Human,"Mouse, Drosophila melanogaster, C. elegans","The sodium leak channel complex is a voltage-insensitive, non-selective cation channel that allows sodium ions to flow into the cell across the resting membrane potential. It maintains neuronal excitability, regulates resting membrane potential, and controls rhythmic behaviors including respiration and circadian rhythms. The complex is critical for proper neuronal function and pacemaking activity in neurons.",- Sodium leak channel non-selective protein (NALCN); - UNC80 homolog (UNC80); - UNC79 homolog (UNC79); - FAM155A/FAM155B (auxiliary subunits),- NALCN; - UNC80; - UNC79; - FAM155A/FAM155B,(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.135 = **0.8975**
contextual,Sodium leak channel complex,Human,"Drosophila melanogaster, C. elegans, Mouse","A non-selective voltage-independent cation channel that permits sodium influx at resting membrane potential. It regulates neuronal excitability, resting membrane potential, and rhythmic behaviors. In humans, it plays crucial roles in neuronal excitability, sleep regulation, and circadian rhythms.","Sodium leak channel non-selective protein (NALCN), UNC80 protein, UNC79 protein, FAM155A/B proteins","NALCN, UNC80, UNC79, FAM155A, FAM155B",(0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.25) + (0.95 × 0.15) = 0.255 + 0.24 + 0.225 + 0.1425 = **0.8625**
zero-shot,,,,,,,
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae (Baker's yeast),"The complex is functionally conserved across eukaryotes with homologous complexes in mammals (ULK1/2 complex), Drosophila (Atg1 complex), and C. elegans (UNC-51 complex).","The ATG1 complex is central to the initiation of autophagy in yeast. It responds to nutrient limitation by integrating signals from the TOR kinase pathway and initiating the formation of the pre-autophagosomal structure (PAS). The complex regulates the recruitment of downstream autophagy-related proteins needed for autophagosome formation. ATG1's kinase activity is essential for this process, and its activation depends on complex formation with ATG13, ATG17, ATG29, and ATG31.",- Autophagy-related protein 1 (Serine/threonine-protein kinase ATG1); - Autophagy-related protein 13; - Autophagy-related protein 17; - Autophagy-related protein 29; - Autophagy-related protein 31,- ATG1; - ATG13; - ATG17; - ATG29; - ATG31,(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
contextual,ATG1 protein kinase complex,Saccharomyces cerevisiae (Baker's yeast),"Human (ULK1/ULK2 complex), Mouse, Drosophila melanogaster, C. elegans","The ATG1 protein kinase complex is a key regulator of autophagy initiation in yeast. It functions as a nutrient-responsive molecular switch that integrates upstream signals (primarily TOR kinase signaling) to control autophagy. Under nutrient-rich conditions, the complex remains inactive due to phosphorylation by TOR kinase. During starvation, TOR is inhibited, leading to partial dephosphorylation of Atg1 and activation of its kinase activity. The activated complex promotes formation of the pre-autophagosomal structure (PAS) and initiates autophagosome formation.",- Atg1 (Serine/threonine-protein kinase); - Atg13 (Autophagy-related protein 13); - Atg17 (Autophagy-related protein 17); - Atg29 (Autophagy-related protein 29); - Atg31 (Autophagy-related protein 31),- ATG1; - ATG13; - ATG17; - ATG29; - ATG31,(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,NXF1-NXT1 mRNA Nuclear Export Factor Complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae (known as Mex67-Mtr2 in yeast)","The NXF1-NXT1 complex plays a critical role in the export of mRNA from the nucleus to the cytoplasm. It functions as a heterodimeric transport receptor that binds mRNA and interacts with nucleoporins of the nuclear pore complex (NPC) to facilitate translocation through the nuclear membrane. The complex binds to mRNAs after splicing and acts as an adaptor between the mRNA and the nuclear pore, facilitating the directional transport of mature mRNAs to the cytoplasm for translation.",- Nuclear RNA export factor 1 (NXF1); - Nuclear transport factor 2-like export factor 1 (NXT1),- NXF1; - NXT1,(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.285 + 0.25 + 0.135 = **0.94**
contextual,** NXF1-NXT1 mRNA Nuclear Export Factor Complex,** Human,"** Mouse, C. elegans (as Nxf-1/Ntf-2), Drosophila melanogaster (as Nxf1/p15), Saccharomyces cerevisiae (as Mex67/Mtr2)",** This heterodimeric complex functions as a critical mediator of bulk mRNA nuclear export. It binds to mRNAs that have undergone splicing and have been processed with the TREX complex. The NXF1-NXT1 complex facilitates the translocation of mature mRNAs through nuclear pore complexes (NPCs) by interacting with nucleoporins via the NXF1 component. This transport process is essential for gene expression as it enables mRNAs to reach the cytoplasm for translation.,**,**,** (0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.285 + 0.25 + 0.135 = **0.94**
zero-shot,,,,,,,
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","Functions as a guanine nucleotide exchange factor (GEF) for the Rab7 family GTPases. The complex promotes the conversion of the inactive GDP-bound form of Rab7 to the active GTP-bound form, which is critical for endosome maturation and fusion with lysosomes. It plays an essential role in the endosomal trafficking pathway, particularly in the transition from early to late endosomes.","Mon1p, Ccz1p","MON1, CCZ1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.255 + 0.25 + 0.1425 = **0.9175**
