Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Golgi-associated retrograde protein (GARP) complex,Human,N/A (this analysis is specific to human GARP complex),"The GARP complex plays a crucial role in retrograde trafficking between the late endosome and the trans-Golgi network (TGN), facilitating protein and membrane transport within the cellular endomembrane system.",1. VPS53 (Vacuolar protein sorting 53 homolog); 2. VPS54 (Vacuolar protein sorting 54 homolog); 3. VPS52 (Vacuolar protein sorting 52 homolog); 4. TMEM663 (Transmembrane protein 663),1. VPS53; 2. VPS54; 3. VPS52; 4. TMEM663,
zero-shot,Transmembrane channel-like (TMC) 2 complex,Homo sapiens (Human),Mus musculus (Mouse),"Involved in sound transduction and hair cell mechanotransduction in the inner ear, particularly in converting mechanical sound waves into electrical signals",1. Transmembrane channel-like protein 2; 2. Transmembrane channel-like protein 1 (associated protein),1. TMC2; 2. TMC1; Self Confidence Score Calculation:; (Consistency of sources: 0.3 × 0.8) + (Experimental data: 0.3 × 0.7) + (Protein-gene mapping: 0.25 × 0.9) + (Organism specificity: 0.15 × 1.0) = 0.24 + 0.21 + 0.225 + 0.15 = 0.825,0.825
few-shot,Transmembrane channel-like (TMC) 2 complex,Human,N/A,"TMC2 is involved in mechanotransduction, particularly in auditory hair cells, playing a critical role in converting mechanical sound waves into electrical signals in the inner ear.",1. Transmembrane channel-like protein 2 (TMC2),1. TMC2,(0.85 × 0.3) + (0.75 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.255 + 0.225 + 0.25 + 0.15; = **0.88**; Note: The lower confidence in consistency and experimental data reflects the ongoing research in understanding the precise mechanistic details of TMC2's function in mechanotransduction.
contextual,Transmembrane channel-like (TMC) 2 complex,Human,Mouse (closely related model organism with similar TMC complex structure),"Critical for mechanotransduction in inner ear hair cells, specifically involved in converting mechanical sound waves into electrical signals in the auditory system",1. Transmembrane channel-like protein 2; 2. Transmembrane channel-like protein 1 (auxiliary protein),1. TMC2; 2. TMC1,
zero-sho,13 subunit eukaryotic initiation factor 3 (eIF3) complex,Human,"Mouse, Drosophila melanogaster","Regulates translation initiation by facilitating ribosome assembly, mRNA recruitment, and translation initiation complex formation",1. eIF3a (eIF3A); 2. eIF3b (eIF3B); 3. eIF3c (eIF3C); 4. eIF3d (eIF3D); 5. eIF3e (eIF3E); 6. eIF3f (eIF3F); 7. eIF3g (eIF3G); 8. eIF3h (eIF3H); 9. eIF3i (eIF3I); 10. eIF3j (eIF3J); 11. eIF3k (eIF3K); 12. eIF3l (eIF3L); 13. eIF3m (eIF3M),1. EIF3A; 2. EIF3B; 3. EIF3C; 4. EIF3D; 5. EIF3E; 6. EIF3F; 7. EIF3G; 8. EIF3H; 9. EIF3I; 10. EIF3J; 11. EIF3K; 12. EIF3L; 13. EIF3M; Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.80) + (0.25 * 0.90) + (0.15 * 0.95) = 0.255 + 0.24 + 0.225 + 0.1425 = 0.863,
few-shot,Eukaryotic Initiation Factor 3 (eIF3) Complex,Human,N/A,"Facilitates translation initiation by assisting ribosome assembly, mRNA recruitment, and translation complex formation",1. eIF3a (EIF3A); 2. eIF3b (EIF3B); 3. eIF3c (EIF3C); 4. eIF3d (EIF3D); 5. eIF3e (EIF3E); 6. eIF3f (EIF3F); 7. eIF3g (EIF3G); 8. eIF3h (EIF3H); 9. eIF3i (EIF3I); 10. eIF3j (EIF3J); 11. eIF3k (EIF3K); 12. eIF3l (EIF3L); 13. eIF3m (EIF3M),1. EIF3A; 2. EIF3B; 3. EIF3C; 4. EIF3D; 5. EIF3E; 6. EIF3F; 7. EIF3G; 8. EIF3H; 9. EIF3I; 10. EIF3J; 11. EIF3K; 12. EIF3L; 13. EIF3M,
contextu,Eukaryotic Initiation Factor 3 (eIF3) Complex,Human,N/A (Analysis focused on human complex),"A multi-subunit translation initiation complex that plays a crucial role in mRNA translation by facilitating ribosome assembly, mRNA recruitment, and translation initiation.",1. eIF3a (EIF3A); 2. eIF3b (EIF3B); 3. eIF3c (EIF3C); 4. eIF3d (EIF3D); 5. eIF3e (EIF3E); 6. eIF3f (EIF3F); 7. eIF3g (EIF3G); 8. eIF3h (EIF3H); 9. eIF3i (EIF3I); 10. eIF3j (EIF3J); 11. eIF3k (EIF3K); 12. eIF3l (EIF3L); 13. eIF3m (EIF3M),1. EIF3A; 2. EIF3B; 3. EIF3C; 4. EIF3D; 5. EIF3E; 6. EIF3F; 7. EIF3G; 8. EIF3H; 9. EIF3I; 10. EIF3J; 11. EIF3K; 12. EIF3L; 13. EIF3M,
_zero-shot,Tip60 Chromatin-Remodeling Complex,Human,Not significantly found in other mentioned organisms with comparable characterization,"Regulates gene expression through histone acetylation, DNA damage response, and chromatin remodeling, with critical roles in transcriptional activation, DNA repair, and cell cycle progression.",1. Tip60 (KAT5); 2. RUVBL1; 3. RUVBL2; 4. Arp4; 5. BAF53; 6. TRRAP; 7. Tip60-associated proteins (TAFs),1. KAT5; 2. RUVBL1; 3. RUVBL2; 4. ACTL6A (Arp4); 5. ACTL6B (BAF53); 6. TRRAP; 7. Various TAF genes; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.80) + (Protein-gene mapping: 0.25 × 0.90) + (Organism specificity: 0.15 × 1.00) = 0.855,0.855
_few-shot,Tip60 Chromatin-Remodeling Complex,Human,"Drosophila melanogaster, Mouse","A multiprotein complex involved in histone acetylation, DNA damage response, transcriptional regulation, and chromatin remodeling. It plays a crucial role in DNA repair, apoptosis, and cell cycle progression.",1. KAT5 (Tip60/GCN5 acetyltransferase); 2. TRRAP (Transformation/transcription domain-associated protein); 3. WRN (Werner syndrome ATP-dependent helicase); 4. TIP5 (BAZ1B/WSTF); 5. DMAP1 (DNA methyltransferase 1-associated protein 1),1. KAT5; 2. TRRAP; 3. WRN; 4. BAZ1B; 5. DMAP1,
_contextual,Tip60 chromatin-remodeling complex,Human,"Drosophila melanogaster, Mouse (limited cross-species presence)","Involved in histone acetylation, DNA damage response, transcriptional regulation, and chromatin remodeling. Acts as a key regulator of gene expression and genome stability by modifying chromatin structure through ATP-dependent nucleosome remodeling and histone acetylation.",1. Tip60 (KAT5); 2. TRRAP; 3. Actin; 4. Enhancer of polycomb; 5. p400; 6. Pontin; 7. Reptin,1. KAT5; 2. TRRAP; 3. ACTB/ACTG; 4. EPC1/EPC2; 5. EP400; 6. RUVBL1; 7. RUVBL2,
zero-shot,COP9 Signalosome (CSN),Human,"Mouse, Drosophila melanogaster","Regulates protein degradation through cullin-RING ubiquitin ligase (CRL) modification, controls protein neddylation, and plays a role in cell cycle progression, transcription regulation, and DNA damage response",1. CSN1 (COPS1); 2. CSN2 (COPS2); 3. CSN3 (COPS3); 4. CSN4 (COPS4); 5. CSN5 (COPS5); 6. CSN6 (COPS6); 7. CSN7a (COPS7A); 8. CSN7b (COPS7B); 9. CSN8 (COPS8),1. COPS1; 2. COPS2; 3. COPS3; 4. COPS4; 5. COPS5; 6. COPS6; 7. COPS7A; 8. COPS7B; 9. COPS8; Self Confidence Score Calculation:; (0.3 * 0.90) + (0.3 * 0.85) + (0.25 * 0.80) + (0.15 * 0.95) = 0.87,
few-shot,COP9 Signalosome (CSN),Human,"Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","A multi-subunit protein complex that plays a crucial role in protein degradation, signal transduction, and transcriptional regulation through its interaction with the ubiquitin-proteasome system and cullin-RING ligases (CRLs).",1. CSN1 (COPS1); 2. CSN2 (COPS2); 3. CSN3 (COPS3); 4. CSN4 (COPS4); 5. CSN5 (COPS5); 6. CSN6 (COPS6); 7. CSN7A (COPS7A); 8. CSN7B (COPS7B); 9. CSN8 (COPS8),1. COPS1; 2. COPS2; 3. COPS3; 4. COPS4; 5. COPS5; 6. COPS6; 7. COPS7A; 8. COPS7B; 9. COPS8,(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,COP9 Signalosome (CSN),Human,"Found in multiple organisms including Drosophila melanogaster, Arabidopsis thaliana, and Saccharomyces cerevisiae","A multifunctional protein complex involved in protein degradation, signal transduction, and transcriptional regulation. It plays a critical role in modulating cellular processes by regulating the ubiquitin-proteasome system and cullin-RING ligase (CRL) activity through deneddylation.",1. CSN1 (COPS1); 2. CSN2 (COPS2); 3. CSN3 (COPS3); 4. CSN4 (COPS4); 5. CSN5 (COPS5); 6. CSN6 (COPS6); 7. CSN7 (COPS7A/COPS7B); 8. CSN8 (COPS8),"1. COPS1; 2. COPS2; 3. COPS3; 4. COPS4; 5. COPS5; 6. COPS6; 7. COPS7A, COPS7B; 8. COPS8",
zero-shot,20S Proteasome (Core Proteasome),Homo sapiens (Human),"Mouse, Saccharomyces cerevisiae","Protein degradation through proteolytic processing; responsible for breaking down misfolded, damaged, or regulatory proteins within human cells as part of the ubiquitin-proteasome system",1. α1 subunit; 2. α2 subunit; 3. α3 subunit; 4. α4 subunit; 5. α5 subunit; 6. α6 subunit; 7. α7 subunit; 8. β1 subunit; 9. β2 subunit; 10. β3 subunit; 11. β4 subunit; 12. β5 subunit; 13. β6 subunit; 14. β7 subunit,1. PSMA1 (encodes α1 subunit); 2. PSMA2 (encodes α2 subunit); 3. PSMA3 (encodes α3 subunit); 4. PSMA4 (encodes α4 subunit); 5. PSMA5 (encodes α5 subunit); 6. PSMA6 (encodes α6 subunit); 7. PSMA7 (encodes α7 subunit); 8. PSMB1 (encodes β1 subunit); 9. PSMB2 (encodes β2 subunit); 10. PSMB3 (encodes β3 subunit); 11. PSMB4 (encodes β4 subunit); 12. PSMB5 (encodes β5 subunit); 13. PSMB6 (encodes β6 subunit); 14. PSMB7 (encodes β7 subunit); Self Confidence Score Calculation:; (0.3 * 0.90) + (0.3 * 0.85) + (0.25 * 0.95) + (0.15 * 1.00) = 0.91,
few-shot,20S Proteasome,Human,N/A (analysis specific to human proteasome),"Responsible for the proteolytic degradation of ubiquitinated proteins through a large, barrel-shaped multi-subunit complex that serves as the core catalytic unit of the proteasome system",1. Alpha subunit 1 (PSMA1); 2. Alpha subunit 2 (PSMA2); 3. Alpha subunit 3 (PSMA3); 4. Alpha subunit 4 (PSMA4); 5. Alpha subunit 5 (PSMA5); 6. Alpha subunit 6 (PSMA6); 7. Alpha subunit 7 (PSMA7); 8. Beta subunit 1 (PSMB1); 9. Beta subunit 2 (PSMB2); 10. Beta subunit 3 (PSMB3); 11. Beta subunit 4 (PSMB4); 12. Beta subunit 5 (PSMB5); 13. Beta subunit 6 (PSMB6); 14. Beta subunit 7 (PSMB7),- PSMA1-7; - PSMB1-7,
contextual,20S Proteasome,Human,"Present in most eukaryotes (Mouse, Yeast, etc.)",Core protease complex responsible for degrading ubiquitinated and misfolded intracellular proteins through regulated proteolysis,1. Alpha subunit 1 (PSMA1); 2. Alpha subunit 2 (PSMA2); 3. Alpha subunit 3 (PSMA3); 4. Alpha subunit 4 (PSMA4); 5. Alpha subunit 5 (PSMA5); 6. Alpha subunit 6 (PSMA6); 7. Alpha subunit 7 (PSMA7); 8. Beta subunit 1 (PSMB1); 9. Beta subunit 2 (PSMB2); 10. Beta subunit 3 (PSMB3); 11. Beta subunit 4 (PSMB4); 12. Beta subunit 5 (PSMB5); 13. Beta subunit 6 (PSMB6); 14. Beta subunit 7 (PSMB7),"PSMA1-7, PSMB1-7",
zero-shot,HCN1-HCN4 Complex (Hyperpolarization-activated Cyclic Nucleotide-gated Channel Complex),Human,None specific,"Regulation of neuronal and cardiac electrical excitability, controlling ion channel gating and neuronal signaling through cyclic nucleotide modulation",1. HCN1 Protein; 2. HCN2 Protein; 3. HCN3 Protein; 4. HCN4 Protein,1. HCN1 Gene; 2. HCN2 Gene; 3. HCN3 Gene; 4. HCN4 Gene; Self Confidence Score Calculation:; (Consistency across databases: 0.30 * 0.85) + (Experimental data support: 0.30 * 0.75) + (Protein-gene mapping accuracy: 0.25 * 0.90) + (Organism specificity: 0.15 * 0.95) = 0.82,0.82
few-shot,HCN1-HCN4 Hyperpolarization-activated Cyclic Nucleotide-gated Channel Complex,Human,Mouse,"Voltage-gated ion channels that generate electrical rhythmicity and signal integration in neurons, particularly in cardiac and neuronal tissues. These channels mediate pacemaker currents and contribute to neuronal excitability, synaptic integration, and rhythmic electrical activity.",1. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 1 (HCN1); 2. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 2 (HCN2); 3. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 3 (HCN3); 4. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 4 (HCN4),1. HCN1; 2. HCN2; 3. HCN3; 4. HCN4,
contextual,HCN1-HCN4 Complex,Human,"Mouse, Rat","Hyperpolarization-activated cyclic nucleotide-gated (HCN) ion channels that mediate rhythmic electrical activity in neurons and cardiac pacemaker cells, playing a critical role in neuronal excitability and heart rate regulation.",1. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 1; 2. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 2; 3. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 3; 4. Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 4,1. HCN1; 2. HCN2; 3. HCN3; 4. HCN4,
zero-shot,GRIN1-P2RY4 Protein Complex,Homo sapiens (Human),None definitively identified,"Neuronal signaling and cellular communication, particularly in synaptic transmission and purinergic signaling pathways",1. GRIN1 (Glutamate Ionotropic Receptor NMDA Type Subunit 1); 2. P2RY4 (Purinergic Receptor P2Y4),1. GRIN1 gene; 2. P2RY4 gene; Self Confidence Score Calculation:; Confidence Score = (Consistency of Sources × 0.3) + (Experimental Data Support × 0.3) + (Protein-Gene Mapping Accuracy × 0.25) + (Organism Specificity × 0.15); Confidence Score = (0.4 × 0.3) + (0.5 × 0.3) + (0.6 × 0.25) + (0.7 × 0.15); = 0.12 + 0.15 + 0.15 + 0.105; = 0.525,0.53
few-shot,GRIN1-P2RY4 protein complex,Human,Inconclusive evidence for presence in other organisms,"Limited direct evidence exists for a specific interaction between GRIN1 and P2RY4. These proteins are involved in neurological and cellular signaling processes, but a definitive comprehensive function of their direct complex is not well-established.",1. Glutamate receptor ionotropic NMDA type subunit 1 (GRIN1); 2. Purinergic receptor P2Y4 (P2RY4),1. GRIN1; 2. P2RY4,
contextual,GRIN1-P2RY4 Protein Complex,Human,Insufficient evidence to confidently state presence in other organisms,Not conclusively established; potential roles in neuronal signaling and purinergic transmission,1. GRIN1 (Glutamate Ionotropic Receptor NMDA Type Subunit 1); 2. P2RY4 (Purinergic Receptor P2Y4); Corresponding Genes:; 1. GRIN1; 2. P2RY4,,
zero-shot,LY96-TLR4 Lipopolysaccharide Signaling Complex,Human,Mouse,Mediates innate immune response to bacterial lipopolysaccharide (LPS) by triggering inflammatory signaling cascades and activating immune cell responses,"1. LY96 (MD-2); 2. TLR4 (Toll-like receptor 4); 3. CD14 (co-receptor, often associated with the complex)",1. LY96 gene; 2. TLR4 gene; 3. CD14 gene; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.90) + (Protein-gene mapping: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00); = 0.255 + 0.270 + 0.2375 + 0.150; = 0.9125,0.91
few-shot,LY96-TLR4 complex,Human,Limited presence in mouse models with similar immune signaling characteristics,"A critical receptor complex in the innate immune response that recognizes lipopolysaccharide (LPS) from gram-negative bacterial cell walls, initiating inflammatory signaling cascades and immune cell activation.",1. Toll-like receptor 4 (TLR4); 2. Lymphocyte antigen 96 (LY96/MD-2),1. TLR4 gene; 2. LY96 gene,
contextual,LY96-TLR4 complex,Human,"Also found in mice, with similar immune recognition functions","A critical component of the innate immune response that recognizes pathogen-associated molecular patterns (PAMPs), specifically lipopolysaccharides (LPS) from gram-negative bacterial cell walls. This complex triggers inflammatory signaling cascades and immune cell activation.","1. Toll-like receptor 4 (TLR4); 2. Lymphocyte antigen 96 (LY96, also known as MD-2)",1. TLR4 (Toll-like receptor 4); 2. LY96 (Lymphocyte antigen 96),
zero-shot,RAD6-RAD18 Ubiquitin Ligase Complex,Saccharomyces cerevisiae (Baker's yeast),"Homo sapiens, Mus musculus","DNA damage tolerance and post-replication repair pathway, specifically involved in translesion DNA synthesis (TLS) and managing DNA damage during replication stress",1. Rad6 (E2 ubiquitin-conjugating enzyme); 2. Rad18 (E3 ubiquitin ligase),1. RAD6 (UBE2A/UBE2B in humans); 2. RAD18; Self Confidence Score Calculation:; • Consistency across sources: 0.3 × 0.85 = 0.255; • Supporting experimental data: 0.3 × 0.90 = 0.270; • Protein-gene mapping accuracy: 0.25 × 0.80 = 0.200; • Organism specificity: 0.15 × 0.95 = 0.143; Total Self Confidence Score: 0.255 + 0.270 + 0.200 + 0.143 = 0.868,
few-shot,RAD6-RAD18 Ubiquitin Ligase Complex,Saccharomyces cerevisiae (Baker's yeast),"Present in humans, mice, and other eukaryotes with variations in specific interactions","Facilitates DNA damage tolerance through post-replication repair (PRR) mechanisms, specifically translesion DNA synthesis, by ubiquitinating PCNA (Proliferating Cell Nuclear Antigen) in response to DNA damage.",1. RAD6 (Ubc2); 2. RAD18,1. RAD6 (UBC2); 2. RAD18,
contextual,RAD6-RAD18 Ubiquitin Ligase Complex,Saccharomyces cerevisiae (Baker's yeast),"Found in multiple organisms including humans, but most extensively characterized in S. cerevisiae",DNA damage tolerance mechanism involving post-replication repair (PRR) through ubiquitination of proliferating cell nuclear antigen (PCNA),1. RAD6 (Ubc2); 2. RAD18,1. RAD6 (UBC2); 2. RAD18,
zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,None (specific to S. cerevisiae),Regulates phosphate metabolism and cell cycle progression in response to phosphate availability in yeast,1. Pho85 (Cyclin-dependent protein kinase); 2. Pho80 (Cyclin),1. PHO85 (Cyclin-dependent protein kinase gene); 2. PHO80 (Cyclin gene); Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.90) + (Protein-gene mapping: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.255 + 0.270 + 0.238 + 0.150 = 0.913,0.91
few-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (Budding yeast),Not widely conserved across multiple model organisms,Regulates phosphate metabolism and cell cycle progression by controlling transcriptional responses to phosphate availability,1. Cyclin-dependent protein kinase PHO85; 2. Cyclin PHO80,1. PHO85 (protein kinase gene); 2. PHO80 (cyclin gene),
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (Budding yeast),Not significantly found in other model organisms with similar characterization,Regulates phosphate metabolism and cell cycle progression through phosphate-responsive transcriptional control,1. PHO85 (Cyclin-dependent kinase); 2. PHO80 (Cyclin); 3. PHO81 (CDK inhibitor); 4. PHO4 (Transcription factor),1. PHO85; 2. PHO80; 3. PHO81; 4. PHO4,
_zero-shot,DNA Polymerase Epsilon (Pol ε),Human,Saccharomyces cerevisiae,"DNA replication, DNA repair, and maintenance of genomic stability during eukaryotic DNA synthesis",1. Catalytic subunit (POLE); 2. Regulatory subunit 1 (POLE2); 3. Regulatory subunit 3 (POLE3); 4. Accessory subunit (POLE4),"1. POLE (Polymerase (DNA Directed), Epsilon, Catalytic Subunit); 2. POLE2 (Polymerase (DNA Directed), Epsilon 2, Accessory Subunit); 3. POLE3 (Polymerase (DNA Directed), Epsilon 3, Accessory Subunit); 4. POLE4 (Polymerase (DNA Directed), Epsilon 4, Accessory Subunit); Self Confidence Score Calculation:; (Consistency of information: 0.3 × 0.90) + (Supporting experimental data: 0.3 × 0.85) + (Protein-gene mapping accuracy: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.90",
_few-shot,DNA Polymerase Epsilon (Pol ε),Human,"Found in many eukaryotes, including yeast, but analysis focuses on human complex","DNA replication and repair, particularly in leading strand synthesis during DNA replication and genome maintenance",1. Catalytic subunit (POLE); 2. Accessory subunit (POLE2); 3. Regulatory subunit (POLE3); 4. Regulatory subunit (POLE4),1. POLE; 2. POLE2; 3. POLE3; 4. POLE4,(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
_contextual,DNA Polymerase Epsilon (Pol ε),Human,- Saccharomyces cerevisiae (widely studied model organism); - Some conservation across eukaryotes; Self Confidence Score Calculation:; - Consistency across sources: 0.90 × 0.30 = 0.27; - Supporting experimental data: 0.85 × 0.30 = 0.255; - Protein-gene mapping accuracy: 0.95 × 0.25 = 0.2375; - Organism specificity: 1.0 × 0.15 = 0.15; Total Confidence Score: 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**,"DNA replication and repair, primarily involved in leading strand synthesis during DNA replication and genome maintenance",1. Catalytic subunit (POLE); 2. Regulatory subunit (POLD1); 3. Accessory subunit 1 (POLE2); 4. Accessory subunit 2 (POLE3); Corresponding Genes:; 1. POLE; 2. POLD1; 3. POLE2; 4. POLE3,,
zero-shot,Golgi Transport Complex (GOLT),Homo sapiens (Human),None specifically identified for this exact complex configuration,"Facilitates protein and vesicle trafficking through the Golgi apparatus, enabling proper protein sorting, modification, and transport within the cellular secretory pathway",1. COG1; 2. COG2; 3. COG3; 4. COG4; 5. COG5; 6. COG6; 7. COG7; 8. COG8,1. COGB1 (COG1); 2. COGB2 (COG2); 3. COGB3 (COG3); 4. COGB4 (COG4); 5. COGB5 (COG5); 6. COGB6 (COG6); 7. COGB7 (COG7); 8. COGB8 (COG8); Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.75) + (0.25 * 0.80) + (0.15 * 0.90) = 0.255 + 0.225 + 0.200 + 0.135 = 0.815,
few-shot,Golgi COPI vesicle coat complex',Human'; 1.0 × 0.15 = 0.15,N/A',"Mediates retrograde transport from the Golgi apparatus to the endoplasmic reticulum, enabling protein and lipid retrieval and maintaining Golgi compartment integrity'","Coatomer subunit alpha, Coatomer subunit beta, Coatomer subunit beta', Coatomer subunit delta, Coatomer subunit epsilon, Coatomer subunit gamma, Coatomer subunit zeta'; 1.0 × 0.25 = 0.25","COPA, COPB1, COPB2, COPD1, COPE, COPG, COPZ1'",
contextual,Golgi Transport Complex (COG Complex),Human,"Most prominently found in mammals, with homologs in yeast and other eukaryotes","Golgi trafficking and intra-Golgi retrograde transport, critical for maintaining Golgi structure and protein sorting/modification processes",1. COG1 (Conserved Oligomeric Golgi Complex Subunit 1); 2. COG2; 3. COG3; 4. COG4; 5. COG5; 6. COG6; 7. COG7; 8. COG8; Corresponding Genes:; 1. COGА; 2. COGB; 3. COGC; 4. COGD; 5. COGE; 6. COGF; 7. COGG; 8. COGH,,(0.90 × 0.30) + (0.85 × 0.30) + (0.95 × 0.25) + (1.00 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
zero-shot,GPI-anchor transamidase complex,Homo sapiens (Human),Saccharomyces cerevisiae,"Catalyzes the attachment of glycosylphosphatidylinositol (GPI) anchors to proteins, enabling their attachment to the cell membrane",1. GPI transamidase subunit PIG-A; 2. GPI transamidase subunit PIG-H; 3. GPI transamidase subunit PIG-Q; 4. GPI transamidase subunit PIG-P; 5. GPI transamidase subunit PIG-T; 6. PGAP5 (Postglycosylational modification protein),1. PIGA; 2. PIGH; 3. PIGQ; 4. PIGP; 5. PIGT; 6. PGAP5; Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.80) + (0.25 * 0.90) + (0.15 * 1.00) = 0.255 + 0.240 + 0.225 + 0.15 = 0.87,
few-shot,GPI-anchor transamidase complex,Saccharomyces cerevisiae (Yeast),"Found in humans and other fungi, but most extensively characterized in S. cerevisiae","Catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to proteins, enabling their attachment to the cell membrane.",1. GPI transamidase component GPI8; 2. GPI16 protein; 3. GAA1 protein; 4. GPI17 protein; 5. PBN1 protein,1. GPI8 (YER103W); 2. GPI16 (YLR259C); 3. GAA1 (YOR357C); 4. GPI17 (YDR255C); 5. PBN1 (YBR076W),
contextual,GPI-anchor transamidase complex,Saccharomyces cerevisiae (Yeast),"Found in humans and other fungi, but most extensively characterized in S. cerevisiae",Post-translational modification of proteins by catalyzing the attachment of glycosylphosphatidylinositol (GPI) anchors to target proteins at the endoplasmic reticulum membrane,1. Gpi8p (Catalytic subunit); 2. Gaa1p (Subunit); 3. Gpi16p (Subunit); 4. Cwh6p (Subunit),1. GPI8; 2. GAA1; 3. GPI16; 4. CWH6,
zero,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae (most characterized and well-studied organism for this complex),None specifically identified among the given options,"Catalyzes the first step of glycosylphosphatidylinositol (GPI) anchor biosynthesis, specifically transferring the first mannose residue to the GPI precursor",1. Gpi3p (GPI3); 2. Gpi14p (GPI14); 3. Mcd4p (MCD4),1. GPI3; 2. GPI14; 3. MCD4; Self Confidence Score Calculation:; - Consistency across databases (0.3 * 0.8) = 0.24; - Supporting experimental data (0.3 * 0.7) = 0.21; - Protein-gene mapping accuracy (0.25 * 0.9) = 0.225; - Organism-specific information (0.15 * 0.9) = 0.135; Total Self Confidence Score: 0.24 + 0.21 + 0.225 + 0.135 = 0.71,
few-,Glycosylphosphatidylinositol-mannosyltransferase I complex',Saccharomyces cerevisiae',N/A',"Involved in the initial mannose transfer step during GPI anchor biosynthesis, catalyzing the first committed step in GPI anchor protein modification'",- Phosphatidylinositol glycan biosynthesis protein A (PIG-A); - Phosphatidylinositol glycan biosynthesis protein C (PIG-C); - Phosphatidylinositol glycan biosynthesis protein H (PIG-H)',- PIGA; - PIGC; - PIGH',
cont,Glycosylphosphatidylinositol-mannosyltransferase I complex',Saccharomyces cerevisiae',N/A',"Catalyzes the first step in GPI anchor biosynthesis, specifically transferring mannose residues during GPI precursor assembly'",- Glycosylphosphatidylinositol mannosyltransferase subunit 1; - Glycosylphosphatidylinositol mannosyltransferase subunit 2; - Glycosylphosphatidylinositol mannosyltransferase subunit 3',- GPI16/PBN1; - GPI17/PBN2; - GPI15/PBN3',(0.85 × 0.3) + (0.75 × 0.3) + (0.90 × 0.25) + (1.0 × 0.15) = 0.255 + 0.225 + 0.225 + 0.15 = **0.855**'; Note: The confidence score reflects the somewhat limited but specific research available on this particular complex in Saccharomyces cerevisiae.
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,None specific,"Involved in retrograde transport from the Golgi to the endoplasmic reticulum (ER), specifically facilitating membrane fusion and vesicle tethering",1. Dsl1; 2. Tip20; 3. Sec39,1. DSL1; 2. TIP20; 3. SEC39; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.80) + (Protein-gene mapping: 0.25 × 0.90) + (Organism specificity: 0.15 × 1.00) = 0.255 + 0.240 + 0.225 + 0.150 = 0.87,0.87
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (Baker's yeast),"Limited evidence of homologous complex in higher eukaryotes, but some structural similarities exist","Involved in vesicle tethering and membrane fusion during Golgi-to-endoplasmic reticulum (ER) retrograde transport, facilitating protein sorting and trafficking",1. Dsl1 protein; 2. Sec39 protein; 3. Tip20 protein,1. DSL1; 2. SEC39; 3. TIP20,
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae (Budding yeast),Not prominently found in other model organisms with the same composition,Membrane fusion complex that facilitates COPI vesicle tethering and fusion at the Golgi apparatus during retrograde trafficking,1. Dsl1 (Dsl1p); 2. Tip20 (Tip20p); 3. Sec39 (Sec39p),1. DSL1; 2. TIP20; 3. SEC39,
