Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,Golgi-associated retrograde protein complex,Saccharomyces cerevisiae (budding yeast),"The GARP complex is conserved in other eukaryotic organisms, including humans, where it is known as the VFT (Vps fifty-three) complex.",The GARP (Golgi-associated retrograde protein) complex is involved in the retrograde transport of proteins from endosomes to the trans-Golgi network (TGN). It plays a role in the retrieval of cargo proteins from endosomes and their subsequent delivery to the TGN.,"Vacuolar protein sorting-associated protein 51, Vacuolar protein sorting-associated protein 52, Vacuolar protein sorting-associated protein 53, Vacuolar protein sorting-associated protein 54","VPS51, VPS52, VPS53, VPS54",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,Golgi-associated retrograde protein complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, Drosophila melanogaster, C. elegans","The Golgi-associated retrograde protein (GARP) complex is involved in the retrieval of proteins from endosomes to the trans-Golgi network (TGN). It plays a crucial role in the retrograde transport pathway, ensuring proper recycling and localization of proteins within the cell.","Vacuolar protein sorting-associated protein 51 (Vps51), Vacuolar protein sorting-associated protein 52 (Vps52), Vacuolar protein sorting-associated protein 53 (Vps53), Vacuolar protein sorting-associated protein 54 (Vps54)","VPS51, VPS52, VPS53, VPS54",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
zero-shot,Transmembrane channel-like protein 2 (TMC2) complex,Mouse (Mus musculus),Human (Homo sapiens),"TMC2 is involved in the mechanotransduction process in the inner ear hair cells, which is essential for hearing. It is believed to form a cation channel that plays a role in converting mechanical stimuli into electrical signals.",Transmembrane channel-like protein 2 (TMC2),Tmc2,(0.3 * 0.8) + (0.3 * 0.6) + (0.25 * 0.9) + (0.15 * 0.9) = 0.24 + 0.18 + 0.225 + 0.135 = 0.78
few-shot,Transmembrane channel-like (TMC) 2 complex,Mouse,Human,"The TMC2 complex forms mechanosensitive ion channels required for hair cell mechanotransduction in the inner ear, enabling hearing.",Transmembrane channel-like protein 2,Tmc2,(0.9 × 0.3) + (0.8 × 0.3) + (1.0 × 0.25) + (0.5 × 0.15) = 0.27 + 0.24 + 0.25 + 0.075 = **0.835**
contextual,Transmembrane channel-like (TMC) 2 complex,Mouse,Human,"The transmembrane channel-like (TMC) 2 protein is involved in the mechanoelectrical transduction process in the inner ear, which converts sound waves into electrical signals. It plays a role in hearing and balance.",Transmembrane channel-like protein 2,Tmc2,(0.8 × 0.3) + (0.7 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.24 + 0.21 + 0.25 + 0.135 = **0.835**
zero-sho,Eukaryotic translation initiation factor 3 (eIF3) complex,Human (Homo sapiens),"The eIF3 complex is also found in Mouse (Mus musculus), Drosophila melanogaster, and Saccharomyces cerevisiae, but with varying subunit compositions.",The eIF3 complex plays a crucial role in the initiation of protein synthesis by facilitating the assembly of the 43S preinitiation complex and promoting mRNA binding to the 40S ribosomal subunit.,"The human eIF3 complex consists of 13 subunits: eIF3a, eIF3b, eIF3c, eIF3d, eIF3e, eIF3f, eIF3g, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, and eIF3m.",The corresponding genes for the human eIF3 subunits are:,0.3 * 0.9 + 0.3 * 0.8 + 0.25 * 0.95 + 0.15 * 1.0 = 0.27 + 0.24 + 0.2375 + 0.15 = 0.8875
few-shot,13 subunit eukaryotic initiation factor 3 (eIF3) complex,Human,"Mouse, Saccharomyces cerevisiae",The eIF3 complex plays a crucial role in the initiation of protein synthesis by facilitating the assembly of the 43S preinitiation complex and promoting mRNA recruitment to the ribosome.,"Eukaryotic translation initiation factor 3 subunit A (eIF3a), eIF3b, eIF3c, eIF3d, eIF3e, eIF3f, eIF3g, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m","EIF3A, EIF3B, EIF3C, EIF3D, EIF3E, EIF3F, EIF3G, EIF3H, EIF3I, EIF3J, EIF3K, EIF3L, EIF3M",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.27 + 0.285 + 0.25 + 0.12 = **0.925**
contextu,13 subunit eukaryotic initiation factor 3 (eIF3) complex,Human,N/A,"The eIF3 complex is a key component of the 43S preinitiation complex and is essential for translation initiation. It stimulates recruitment of mRNA to the 40S ribosomal subunit, stabilizes the ternary complex (eIF2-GTP-Met-tRNAi), and aids in scanning of the mRNA for the AUG start codon.","Eukaryotic translation initiation factor 3 subunit A, Eukaryotic translation initiation factor 3 subunit B, Eukaryotic translation initiation factor 3 subunit C, Eukaryotic translation initiation factor 3 subunit D, Eukaryotic translation initiation factor 3 subunit E, Eukaryotic translation initiation factor 3 subunit F, Eukaryotic translation initiation factor 3 subunit G, Eukaryotic translation initiation factor 3 subunit H, Eukaryotic translation initiation factor 3 subunit I, Eukaryotic translation initiation factor 3 subunit J, Eukaryotic translation initiation factor 3 subunit K, Eukaryotic translation initiation factor 3 subunit L, Eukaryotic translation initiation factor 3 subunit M","EIF3A, EIF3B, EIF3C, EIF3D, EIF3E, EIF3F, EIF3G, EIF3H, EIF3I, EIF3J, EIF3K, EIF3L, EIF3M",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
_zero-shot,Tip60 chromatin-remodeling complex,The Tip60 chromatin-remodeling complex is most prominent in Humans (Homo sapiens).,The complex is also found in Drosophila melanogaster and Saccharomyces cerevisiae.,"The Tip60 chromatin-remodeling complex is involved in various cellular processes, including DNA repair, apoptosis, cell cycle progression, and transcriptional regulation. It functions as a histone acetyltransferase (HAT) and plays a crucial role in acetylating histones H2A and H4, which facilitates DNA damage response and repair.","1. KAT5 (Lysine acetyltransferase 5, also known as Tip60); 2. RUVBL1 (RuvB-like 1); 3. RUVBL2 (RuvB-like 2); 4. DMAP1 (DNA methyltransferase 1 associated protein 1); 5. TRRAP (Transformation/transcription domain-associated protein); 6. BAF53A (BRG1-associated factor 53A, also known as ACTL6A); 7. MRGBP (MRG/MORF4L-binding protein); 8. MORF4L1 (Mortality factor 4-like protein 1); 9. MORF4L2 (Mortality factor 4-like protein 2); 10. EPC1 (Enhancer of polycomb homolog 1); 11. EPC2 (Enhancer of polycomb homolog 2); 12. ING3 (Inhibitor of growth protein 3); 13. BRD8 (Bromodomain-containing protein 8)",1. KAT5; 2. RUVBL1; 3. RUVBL2; 4. DMAP1; 5. TRRAP; 6. ACTL6A; 7. MRGBP; 8. MORF4L1; 9. MORF4L2; 10. EPC1; 11. EPC2; 12. ING3; 13. BRD8,0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
_few-shot,Tip60 chromatin-remodeling complex,Human,"Drosophila melanogaster, Saccharomyces cerevisiae","Histone acetyltransferase complex that is involved in transcriptional activation of select genes principally by acetylation of nucleosomal histones H4 and H2A. This modification may both alter nucleosome - DNA interactions and promote interaction of the modified histones with other proteins which positively regulate transcription. This complex may be required for the activation of transcriptional programs associated with oncogene and proto-oncogene mediated growth induction, tumor suppressor mediated growth arrest and replicative senescence, apoptosis, and DNA repair.","Histone acetyltransferase KAT5, RNA polymerase-associated protein RTF1 homolog, Actin-like protein 6A, Bromodomain-containing protein 8, Inhibitor of growth protein 3, MYST/Esa1-associated factor 6, E1A-binding protein p400, 60 kDa Tat-interactive protein, Transformation/transcription domain-associated protein, Uncharacterized protein C6orf134","KAT5, RTF1, ACTL6A, BRD8, ING3, MEAF6, EP400, HTATIP, TRRAP, C6orf134",(1.0 × 0.3) + (0.95 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.225 + 0.15 = **0.96**
_contextual,Tip60 chromatin-remodeling complex,Human,"Mouse, Drosophila melanogaster","The Tip60 complex is a multiprotein complex that acetylates nucleosomal H4 and H2A and plays a key role in DNA repair, apoptosis, and cell cycle regulation. It is involved in the activation of ATM kinase and DNA double-strand break repair via homologous recombination.","Histone acetyltransferase KAT5, RNA polymerase-associated protein RTF1 homolog, Actin-like protein 6A, Bromodomain-containing protein 8, E1A-binding protein p400, Enhancer of polycomb homolog 1, Helicase SRCAP, Histone H2A.Z, Histone H2B type 1-B, MRG domain-binding protein, MRGBP-interacting protein, TRRAP, EPC1, ING3, BRD8, MEAF6, MRGX, MRGBP, YEATS4, VPS72","KAT5, RTF1, ACTL6A, BRD8, EP400, EPC1, SRCAP, H2AFZ, HIST1H2BB, MRGBP, MBTD1, TRRAP, EPC1, ING3, BRD8, MEAF6, MORF4L1, MRGBP, YEATS4, VPS72",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
zero-shot,COP9 Signalosome (CSN),Human (Homo sapiens),"Mouse (Mus musculus), Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae","The COP9 Signalosome is a highly conserved protein complex that plays a crucial role in the regulation of protein degradation via the ubiquitin-proteasome system. It is involved in the deneddylation of cullin-RING E3 ubiquitin ligases (CRLs), which is essential for their proper function and substrate specificity. The CSN also participates in various cellular processes, including cell cycle control, DNA repair, and signal transduction.","The human COP9 Signalosome consists of eight subunits: GPS1 (CSN1), COPS2 (CSN2), COPS3 (CSN3), COPS4 (CSN4), COPS5 (CSN5), COPS6 (CSN6), COPS7A/COPS7B (CSN7A/CSN7B), and COPS8 (CSN8).","GPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS7B, COPS8",0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,COP9 Signalosome,Human,"Mouse, Drosophila melanogaster, Arabidopsis thaliana, Schizosaccharomyces pombe","The COP9 signalosome (CSN) is a highly conserved protein complex that functions as a regulator of the ubiquitin-proteasome system. It is involved in various cellular processes, including cell cycle regulation, DNA repair, and signal transduction. The main function of the CSN is to regulate the activity of cullin-RING ubiquitin ligases (CRLs) by removing the ubiquitin-like protein Nedd8 from the cullin subunit of CRLs, a process known as deneddylation.","COP9 signalosome complex subunit 1, COP9 signalosome complex subunit 2, COP9 signalosome complex subunit 3, COP9 signalosome complex subunit 4, COP9 signalosome complex subunit 5, COP9 signalosome complex subunit 6, COP9 signalosome complex subunit 7a, COP9 signalosome complex subunit 8","GPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS8",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15) = 0.285 + 0.3 + 0.25 + 0.1275 = **0.9625**
contextual,COP9 signalosome complex,Human,"Mouse, Drosophila melanogaster, Arabidopsis thaliana, Schizosaccharomyces pombe","The COP9 signalosome (CSN) is a highly conserved protein complex that functions as a regulator of the ubiquitin proteasome system. It is involved in various cellular and developmental processes, including cell cycle control, signal transduction, transcriptional regulation, and DNA repair. The CSN complex regulates the activity of cullin-RING ubiquitin ligases (CRLs) by removing the ubiquitin-like protein NEDD8 from the cullin subunit of CRLs, a process known as deneddylation.","COP9 signalosome complex subunit 1, COP9 signalosome complex subunit 2, COP9 signalosome complex subunit 3, COP9 signalosome complex subunit 4, COP9 signalosome complex subunit 5, COP9 signalosome complex subunit 6, COP9 signalosome complex subunit 7a, COP9 signalosome complex subunit 7b, COP9 signalosome complex subunit 8","GPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS7B, COPS8",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.285 + 0.25 + 0.135 = **0.955**
zero-shot,20S proteasome,Saccharomyces cerevisiae (budding yeast),"The 20S proteasome is highly conserved and found in all five mentioned organisms: Human, Mouse, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae.","The 20S proteasome is the catalytic core of the 26S proteasome, responsible for the degradation of misfolded, damaged, or short-lived proteins through the ubiquitin-proteasome pathway. It plays a crucial role in maintaining cellular protein homeostasis and regulating various cellular processes.","The 20S proteasome in S. cerevisiae consists of 14 different subunits, including:",The corresponding genes for the proteins in the S. cerevisiae 20S proteasome are:,0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,20S proteasome,Saccharomyces cerevisiae,"The 20S proteasome is highly conserved and found in all eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster.","The 20S proteasome is the catalytic core of the 26S proteasome, a major enzyme complex involved in the degradation of ubiquitinated proteins. It has multiple peptidase activities, including caspase-like, trypsin-like, and chymotrypsin-like activities.","Proteasome subunit alpha type-1, Proteasome subunit alpha type-2, Proteasome subunit alpha type-3, Proteasome subunit alpha type-4, Proteasome subunit alpha type-5, Proteasome subunit alpha type-6, Proteasome subunit alpha type-7, Proteasome subunit beta type-1, Proteasome subunit beta type-2, Proteasome subunit beta type-3, Proteasome subunit beta type-4, Proteasome subunit beta type-5, Proteasome subunit beta type-6, Proteasome subunit beta type-7","SCL1, PRE8, PRE9, PRE6, PUP2, PRE5, PRE10, PRE3, PUP1, PUP3, PRE1, PRE2, PRE7, PRE4",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.3 + 0.25 + 0.12 = **0.955**
contextual,20S proteasome,Saccharomyces cerevisiae (budding yeast),"The 20S proteasome is highly conserved and found in all eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster.","The 20S proteasome is the catalytic core of the 26S proteasome complex, which is responsible for the degradation of ubiquitinated proteins in the cell. It has multiple proteolytic activities, including caspase-like, trypsin-like, and chymotrypsin-like activities.","Alpha 1-7 subunits (SCL1, PRE8, PRE9, PRE6, PUP2, PRE5, PRE10), Beta 1-7 subunits (PRE3, PUP1, PUP3, PRE1, PRE2, PRE7, PRE4)","SCL1, PRE8, PRE9, PRE6, PUP2, PRE5, PRE10, PRE3, PUP1, PUP3, PRE1, PRE2, PRE7, PRE4",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.3 + 0.25 + 0.135 = **0.97**
zero-shot,HCN1-HCN4 complex,Mus musculus (Mouse),Homo sapiens (Human),"The HCN1-HCN4 complex forms a heteromeric hyperpolarization-activated cyclic nucleotide-gated (HCN) channel that contributes to the hyperpolarization-activated current (Ih) in neurons and cardiac pacemaker cells. These channels are responsible for regulating neuronal excitability, synaptic integration, and rhythmic activity in the heart and brain.",1. Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); 2. Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),1. Hcn1; 2. Hcn4,0.3 * 0.8 + 0.3 * 0.7 + 0.25 * 0.9 + 0.15 * 1.0 = 0.24 + 0.21 + 0.225 + 0.15 = 0.825
few-shot,HCN1-HCN4 complex,Human,Mouse,"Hyperpolarization-activated cyclic nucleotide-gated (HCN) channels are responsible for the hyperpolarization-activated current (Ih) in neurons and cardiac cells, regulating neuronal excitability, synaptic transmission, and rhythmic activity in the heart and brain. HCN1 and HCN4 subunits can form heteromeric channels with distinct biophysical properties.","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1, Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4","HCN1, HCN4",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,HCN1-HCN4 complex,Mouse,Human,"Hyperpolarization-activated cyclic nucleotide-gated (HCN) channels are responsible for the hyperpolarization-activated cation current (Ih) in neurons and cardiac cells. They contribute to the regulation of neuronal excitability, rhythmicity in the brain and heart, and synaptic transmission.","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1, Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4","Hcn1, Hcn4",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
zero-shot,GRIN1-P2RY4 complex,Human (Homo sapiens),Not applicable (based on the information available),"The GRIN1-P2RY4 complex is involved in the regulation of NMDA receptor activity and modulation of synaptic transmission in the central nervous system. The complex formation between GRIN1 (a subunit of NMDA receptor) and P2RY4 (a purinergic receptor) may influence the function and localization of NMDA receptors, thereby affecting synaptic plasticity and neuronal signaling.",1. GRIN1 (Glutamate Ionotropic Receptor NMDA Type Subunit 1); 2. P2RY4 (Pyrimidinergic Receptor P2Y4),1. GRIN1; 2. P2RY4,0.3 (consistency) + 0.15 (organism specificity) = 0.45
few-shot,GRIN1-P2RY4 complex,Human,N/A,Putative complex that may be involved in modulating NMDA receptor activity and synaptic transmission.,"Glutamate receptor ionotropic, NMDA 1, P2Y purinoceptor 4","GRIN1, P2RY4",(0.6667 × 0.3) + (0.5 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.2 + 0.15 + 0.25 + 0.15 = **0.75**
contextual,GRIN1-P2RY4 complex,Human,N/A,"This complex is involved in the modulation of NMDA receptor activity and synaptic transmission. P2RY4, a purinergic receptor, can interact with GRIN1, an NMDA receptor subunit, and potentially regulate its function.","Glutamate receptor ionotropic, NMDA 1, P2Y purinoceptor 4","GRIN1, P2RY4",(0.6667 × 0.3) + (0.5 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.2 + 0.15 + 0.25 + 0.15 = **0.75**
zero-shot,LY96-TLR4 complex,Human (Homo sapiens),Mouse (Mus musculus),"The LY96-TLR4 complex plays a crucial role in the innate immune response by recognizing lipopolysaccharide (LPS) from gram-negative bacteria and activating downstream signaling pathways, leading to the production of proinflammatory cytokines and chemokines.","1. Lymphocyte antigen 96 (LY96), also known as MD-2; 2. Toll-like receptor 4 (TLR4)",1. LY96; 2. TLR4,0.3 * 1.0 + 0.3 * 0.9 + 0.25 * 1.0 + 0.15 * 1.0 = 0.97
few-shot,LY96-TLR4 complex,Human,Mouse,"The LY96-TLR4 complex plays a crucial role in the innate immune response by recognizing lipopolysaccharide (LPS) from gram-negative bacteria and activating the NF-kappaB signaling pathway, leading to the production of proinflammatory cytokines.","Lymphocyte antigen 96 (LY96), Toll-like receptor 4 (TLR4)","LY96, TLR4",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.3 + 0.25 + 0.15 = **0.985**
contextual,LY96-TLR4 complex,Human,Mouse,The LY96-TLR4 complex plays a crucial role in innate immunity by recognizing lipopolysaccharide (LPS) from gram-negative bacteria and activating the immune response through NF-κB signaling.,"Lymphocyte antigen 96 (LY96 or MD-2), Toll-like receptor 4 (TLR4)","LY96, TLR4",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.3 + 0.25 + 0.15 = **0.985**
zero-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (budding yeast),"The RAD6-RAD18 complex is conserved in humans, mice, and other eukaryotes.","The RAD6-RAD18 ubiquitin ligase complex is involved in post-replication repair of UV-damaged DNA. It monoubiquitinates proliferating cell nuclear antigen (PCNA) at the Lys164 residue, which triggers the translesion synthesis (TLS) pathway for DNA damage tolerance.",1. RAD6 (Ubiquitin-conjugating enzyme E2 2); 2. RAD18 (E3 ubiquitin-protein ligase RAD18),1. RAD6; 2. RAD18,0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (budding yeast),"The RAD6-RAD18 complex is conserved in various organisms, including humans, mice, and other eukaryotes.","The RAD6-RAD18 complex is an E2-E3 ubiquitin ligase complex involved in DNA damage tolerance pathways, specifically in the post-replication repair (PRR) pathway. It monoubiquitinates proliferating cell nuclear antigen (PCNA) at lysine 164 in response to DNA damage, which promotes translesion DNA synthesis (TLS) and error-free bypass of DNA lesions.","Ubiquitin-conjugating enzyme E2 2 (Rad6), E3 ubiquitin-protein ligase RAD18","RAD6, RAD18",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.27 + 0.25 + 0.12 = **0.925**
contextual,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse","The RAD6-RAD18 complex is an E2-E3 ubiquitin ligase that monoubiquitinates proliferating cell nuclear antigen (PCNA) at lysine 164 in response to DNA damage, promoting translesion synthesis and DNA damage tolerance.","Ubiquitin-conjugating enzyme E2 2, E3 ubiquitin-protein ligase RAD18","RAD6, RAD18",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,Not applicable,"The PHO85-PHO80 CDK-cyclin complex is involved in the regulation of phosphate metabolism and the phosphate starvation response in Saccharomyces cerevisiae. It phosphorylates and inactivates the transcription factor Pho4, which is responsible for activating genes involved in phosphate uptake and utilization.",1. PHO85 (Cyclin-dependent kinase); 2. PHO80 (Cyclin),1. PHO85; 2. PHO80,0.3 * 0.9 + 0.3 * 0.8 + 0.25 * 1.0 + 0.15 * 1.0 = 0.81
few-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast),N/A,"The PHO85-PHO80 complex is involved in the regulation of phosphate metabolism in response to phosphate availability. It phosphorylates the transcription factor Pho4, which regulates the expression of genes involved in phosphate uptake and metabolism.","Pho85 (Cyclin-dependent kinase PHO85), Pho80 (Cyclin PHO80)","PHO85, PHO80",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast),N/A,"Cyclin-dependent kinase (CDK) complex that acts as a negative regulator of the PHO pathway, which regulates phosphate metabolism. It phosphorylates the transcription factor Pho4, leading to its export from the nucleus and subsequent inactivation of PHO pathway genes.","Pho85, Pho80","PHO85, PHO80",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
_zero-shot,DNA polymerase epsilon (Pol ε),Saccharomyces cerevisiae (budding yeast),"The DNA polymerase epsilon complex is conserved across eukaryotes, including Humans, Mice, C. elegans, and Drosophila melanogaster.","DNA polymerase epsilon (Pol ε) is a high-fidelity DNA polymerase that plays a crucial role in leading strand synthesis during eukaryotic DNA replication. It also participates in various DNA repair processes, such as nucleotide excision repair and base excision repair.",1. Pol2 (catalytic subunit); 2. Dpb2; 3. Dpb3; 4. Dpb4,1. POL2; 2. DPB2; 3. DPB3; 4. DPB4,0.3 * 0.9 + 0.3 * 0.8 + 0.25 * 0.95 + 0.15 * 1.0 = 0.27 + 0.24 + 0.2375 + 0.15 = 0.8875
_few-shot,DNA polymerase epsilon complex,Saccharomyces cerevisiae (budding yeast),"The complex is conserved in eukaryotes, including humans, mice, and other organisms.","DNA polymerase epsilon complex is involved in DNA replication, specifically in leading strand synthesis. It also plays a role in DNA repair and cell cycle checkpoint control.","DNA polymerase epsilon catalytic subunit A, DNA polymerase epsilon subunit B, DNA polymerase epsilon subunit C, DNA polymerase epsilon subunit D","POL2, DPB2, DPB3, DPB4",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.285 + 0.25 + 0.12 = **0.94**
_contextual,DNA polymerase epsilon complex,Saccharomyces cerevisiae,"Human, Mouse",DNA polymerase epsilon is involved in DNA repair and chromosomal DNA replication. It exhibits polymerase and exonuclease activities and plays a key role in leading strand synthesis during DNA replication.,"DNA polymerase epsilon catalytic subunit A, DNA polymerase epsilon subunit B, DNA polymerase epsilon subunit C, DNA polymerase epsilon subunit D","POL2, DPB2, DPB3, DPB4",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
zero-shot,Golgi transport complex,Saccharomyces cerevisiae (budding yeast),"The Golgi transport complex is conserved in other eukaryotic organisms, including Humans, Mice, C. elegans, and Drosophila melanogaster.",The Golgi transport complex is involved in vesicle tethering and fusion processes at the Golgi apparatus. It plays a crucial role in intra-Golgi transport and the maintenance of Golgi structure.,1. Cog1; 2. Cog2; 3. Cog3; 4. Cog4; 5. Cog5; 6. Cog6; 7. Cog7; 8. Cog8,1. COG1; 2. COG2; 3. COG3; 4. COG4; 5. COG5; 6. COG6; 7. COG7; 8. COG8,0.3 * 0.9 + 0.3 * 0.8 + 0.25 * 0.95 + 0.15 * 1.0 = 0.27 + 0.24 + 0.2375 + 0.15 = 0.8875
few-shot,Golgi transport complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, Drosophila melanogaster","The Golgi transport complex, also known as the COG complex, is involved in the regulation of Golgi apparatus structure and function, particularly in the retrograde trafficking of Golgi enzymes and other resident proteins. It helps maintain the proper composition and function of the Golgi apparatus.","Conserved oligomeric Golgi complex subunit 1, Conserved oligomeric Golgi complex subunit 2, Conserved oligomeric Golgi complex subunit 3, Conserved oligomeric Golgi complex subunit 4, Conserved oligomeric Golgi complex subunit 5, Conserved oligomeric Golgi complex subunit 6, Conserved oligomeric Golgi complex subunit 7, Conserved oligomeric Golgi complex subunit 8","COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.27 + 0.25 + 0.12 = **0.925**
contextual,COG complex,Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae",The conserved oligomeric Golgi (COG) complex is involved in the regulation of Golgi trafficking and maintenance of Golgi structure. It functions as a tethering complex that facilitates the fusion of transport vesicles with the Golgi apparatus.,"Conserved oligomeric Golgi complex subunit 1, Conserved oligomeric Golgi complex subunit 2, Conserved oligomeric Golgi complex subunit 3, Conserved oligomeric Golgi complex subunit 4, Conserved oligomeric Golgi complex subunit 5, Conserved oligomeric Golgi complex subunit 6, Conserved oligomeric Golgi complex subunit 7, Conserved oligomeric Golgi complex subunit 8","COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.255 + 0.25 + 0.12 = **0.91**
zero-shot,GPI-anchor transamidase complex,Saccharomyces cerevisiae (budding yeast),"The GPI-anchor transamidase complex is conserved across eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster.",The GPI-anchor transamidase complex is responsible for the attachment of glycosylphosphatidylinositol (GPI) anchors to the C-terminus of proteins in the endoplasmic reticulum. This process is essential for the proper localization and function of GPI-anchored proteins on the cell surface.,1. Gaa1; 2. Gpi8; 3. Gpi16; 4. Gpi17; 5. Gab1,1. GAA1; 2. GPI8; 3. GPI16; 4. GPI17; 5. GAB1,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
