Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Tip60 chromatin‐remodeling complex (NuA4 HAT complex),Human,Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae (orthologous NuA4),A multisubunit histone acetyltransferase complex that acetylates histone H4 and H2A to remodel chromatin and regulate transcription; DNA repair; and cell‐cycle progression.,KAT5 (TIP60); TRRAP; EP400 (p400); DMAP1; EPC1; EPC2; ING3; MBTD1; MRGBP; MEAF6; YEATS4; VPS72; BRD8,KAT5; TRRAP; EP400; DMAP1; EPC1; EPC2; ING3; MBTD1; MRGBP; MEAF6; YEATS4; VPS72; BRD8,0.15
zero-shot,COP9 Signalosome,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Catalyzes removal of NEDD8 from cullin-RING ubiquitin ligases to regulate their activity; impacting cell cycle control; DNA damage response; and signal transduction,CSN1; CSN2; CSN3; CSN4; CSN5; CSN6; CSN7 (isoforms A or B); CSN8,COPS1; COPS2; COPS3; COPS4; COPS5; COPS6; COPS7A; COPS7B; COPS8,0.8975
few-shot,COP9 Signalosome,Human,Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,In human cells; the COP9 signalosome is an eight‑subunit multifunctional regulator of protein homeostasis. It controls the activity of cullin–RING E3 ubiquitin ligases (CRLs) by deneddylating cullin subunits; thereby modulating ubiquitin‑mediated degradation pathways involved in cell cycle progression; DNA damage response; and signal transduction.,• COP9 signalosome complex subunit 1 (COPS1); • COP9 signalosome complex subunit 2 (COPS2); • COP9 signalosome complex subunit 3 (COPS3); • COP9 signalosome complex subunit 4 (COPS4); • COP9 signalosome complex subunit 5 (COPS5; alias JAB1); • COP9 signalosome complex subunit 6 (COPS6); • COP9 signalosome complex subunit 7 (COPS7A/COPS7B); • COP9 signalosome complex subunit 8 (COPS8),COPS1; COPS2; COPS3; COPS4; COPS5; COPS6; COPS7A; COPS7B; COPS8,0.94
contextual,COP9 signalosome (CSN),Human,Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae,A multi-protein regulatory complex that removes the ubiquitin-like modifier NEDD8 from cullin subunits of cullin-RING E3 ubiquitin ligases (CRLs); thereby modulating CRL activity and controlling processes such as protein degradation; cell‐cycle progression; DNA repair; and transcription.,COP9 signalosome complex subunit 1 (COPS1); COP9 signalosome complex subunit 2 (COPS2); COP9 signalosome complex subunit 3 (COPS3); COP9 signalosome complex subunit 4 (COPS4); COP9 signalosome complex subunit 5 (COPS5; also known as JAB1); COP9 signalosome complex subunit 6 (COPS6); COP9 signalosome complex subunit 7 (COPS7A and paralogue COPS7B in human); COP9 signalosome complex subunit 8 (COPS8),COPS1; COPS2; COPS3; COPS4; COPS5 (JAB1); COPS6; COPS7A (and COPS7B); COPS8,0.9
zero-shot,20S proteasome,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Proteolytic core of the 26S proteasome; ATP‑ and ubiquitin‑dependent degradation of intracellular proteins via caspase‑; trypsin‑ and chymotrypsin‑like activities,Proteasome subunit alpha type‑1; Proteasome subunit alpha type‑2; Proteasome subunit alpha type‑3; Proteasome subunit alpha type‑4; Proteasome subunit alpha type‑5; Proteasome subunit alpha type‑6; Proteasome subunit alpha type‑7; Proteasome subunit beta type‑1; Proteasome subunit beta type‑2; Proteasome subunit beta type‑3; Proteasome subunit beta type‑4; Proteasome subunit beta type‑5; Proteasome subunit beta type‑6; Proteasome subunit beta type‑7,PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; PSMB1; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7,0.94
few-shot,20S proteasome complex,Human,Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,The 20S proteasome is the proteolytic core of the ubiquitin–proteasome system; responsible for ATP‐ and ubiquitin‐dependent degradation of damaged; misfolded; or regulatory proteins into peptides.,Proteasome subunit alpha type-1; Proteasome subunit alpha type-2; Proteasome subunit alpha type-3; Proteasome subunit alpha type-4; Proteasome subunit alpha type-5; Proteasome subunit alpha type-6; Proteasome subunit alpha type-7; Proteasome subunit beta type-1; Proteasome subunit beta type-2; Proteasome subunit beta type-3; Proteasome subunit beta type-4; Proteasome subunit beta type-5; Proteasome subunit beta type-6; Proteasome subunit beta type-7,PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; PSMB1; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7,0.985
contextual,20S proteasome core particle,Human,Mouse; C. elegans; Drosophila melanogaster; Saccharomyces cerevisiae,The 20S core particle is the proteolytic center of the ubiquitin–proteasome system. It degrades polyubiquitinated proteins into short peptides in an ATP‑ and ubiquitin‑dependent manner; thereby regulating protein quality control; cell cycle progression; and signal transduction.,• Proteasome subunit alpha type‑1; • Proteasome subunit alpha type‑2; • Proteasome subunit alpha type‑3; • Proteasome subunit alpha type‑4; • Proteasome subunit alpha type‑5; • Proteasome subunit alpha type‑6; • Proteasome subunit alpha type‑7; • Proteasome subunit beta type‑1 (also called X or MB1); • Proteasome subunit beta type‑2 (Y); • Proteasome subunit beta type‑3 (Z); • Proteasome subunit beta type‑4 (MB2); • Proteasome subunit beta type‑5 (MECL‑1); • Proteasome subunit beta type‑6 (PSMB6); • Proteasome subunit beta type‑7 (PSMB7),• PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; • PSMB1; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7,1.00
zero-shot,HCN1–HCN4 heteromeric channel complex,Homo sapiens,Mus musculus,Generates hyperpolarization‑activated; cyclic nucleotide–modulated cation currents (Ih/If) that underlie rhythmic activity in cardiac pacemaker cells and regulate neuronal excitability,HCN1 (hyperpolarization-activated cyclic nucleotide-gated channel 1); HCN4 (hyperpolarization-activated cyclic nucleotide-gated channel 4),HCN1; HCN4,0.88
few-shot,HCN1-HCN4 channel complex,Mouse,Human,A heteromeric hyperpolarization-activated cyclic nucleotide–gated (HCN) channel that conducts the funny current (Ih); contributing to neuronal rhythmicity; excitability; and in some contexts cardiac pacemaking.,Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),Hcn1; Hcn4,0.88
contextual,HCN1‑HCN4 complex,Human,Mouse,A heterotetrameric hyperpolarization‑activated cyclic nucleotide‑gated (HCN) channel that conducts the funny current (I_f/I_h); critical for pacemaker activity in human sinoatrial nodal cells and for regulating neuronal excitability; its gating kinetics and cAMP sensitivity are intermediate between HCN1 and HCN4 homomers.,Hyperpolarization‑activated cyclic nucleotide‑gated channel 1 (HCN1); Hyperpolarization‑activated cyclic nucleotide‑gated channel 4 (HCN4),HCN1; HCN4,0.91
zero-shot,GRIN1–P2RY4 complex,Homo sapiens,Mus musculus (inferred by orthology; not directly validated),A putative synaptic receptor assembly coupling NMDA receptor–mediated Ca2+ influx (via GRIN1) with G‑protein–coupled purinergic signaling (via P2RY4); potentially modulating downstream kinases (e.g.; ERK) and synaptic plasticity,GRIN1 (N‑methyl-D-aspartate receptor subunit 1); P2RY4 (P2Y purinoceptor 4),GRIN1 (Gene ID: 2895); P2RY4 (Gene ID: 5027),0.70
few-shot,GRIN1‑P2RY4 complex,Human,N/A,No biochemically isolated or structurally characterized complex has been reported. GRIN1 (the NMDA receptor NR1 subunit) and P2RY4 (a G‑protein‑coupled purinergic receptor) have been co‑localized in subsets of neurons and glia and are hypothesized to engage in functional cross‑talk during synaptic signaling; but no direct protein–protein interaction complex has been experimentally validated.,NMDA receptor subunit 1 (GRIN1); P2Y purinoceptor 4 (P2RY4),GRIN1; P2RY4,0.70
contextual,GRIN1–P2RY4 complex,Human,Mouse,A heteromeric receptor assembly that mediates cross‑talk between purinergic P2Y4 signaling and NMDA receptor (GRIN1) activation; modulating synaptic plasticity and excitatory neurotransmission in human central neurons.,Glutamate [NMDA] receptor subunit zeta‑1 (NR1); P2Y purinoceptor 4,GRIN1; P2RY4,0.67
zero-shot,LY96-TLR4 complex,Homo sapiens,Mus musculus,Recognition of bacterial lipopolysaccharide (LPS) leading to TLR4-mediated MyD88/TRIF signaling and NF-κB activation in innate immunity.,• TLR4 (Toll-like receptor 4); • LY96 (MD‑2; Lymphocyte antigen 96),• TLR4; • LY96,0.9425
few-shot,LY96-TLR4 complex,Human,Mouse,MD‑2 (LY96) associates with Toll‑like receptor 4 (TLR4) to form the cell‑surface LPS‑sensing receptor. Upon LPS binding; this complex dimerizes; recruits adaptor proteins (MyD88; TRIF); and initiates NF‑κB and IRF3 signaling; leading to proinflammatory cytokine and type I interferon production in innate immunity.,Myeloid differentiation factor 2 (MD‑2; alias LY96); Toll‑like receptor 4 (TLR4),LY96; TLR4,0.955
contextual,LY96-TLR4 complex,Human,Mouse,Membrane receptor complex that recognizes bacterial lipopolysaccharide (LPS) via MD‑2 (LY96) binding; induces TLR4 dimerization; and activates MyD88- and TRIF-dependent pathways leading to NF‑κB–mediated proinflammatory cytokine production and type I interferon responses.,Toll-like receptor 4 (TLR4); Lymphocyte antigen 96 (MD‑2/LY96),TLR4; LY96,0.955
zero-shot,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Monoubiquitination of proliferating cell nuclear antigen (PCNA) at Lys164 in response to DNA damage; promoting translesion synthesis and post-replication repair,• Rad6 – ubiquitin‐conjugating enzyme E2; • Rad18 – RING‐type E3 ubiquitin ligase,• RAD6 (systematic name YHR184W); • RAD18 (systematic name YER112W),0.97
few-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Human (Homo sapiens); Mouse (Mus musculus); Caenorhabditis elegans; Drosophila melanogaster,In Saccharomyces cerevisiae; the Rad6–Rad18 complex monoubiquitinates PCNA at Lys164 in response to DNA damage; triggering postreplication repair via translesion synthesis and promoting replication fork tolerance of DNA lesions.,Ubiquitin-conjugating enzyme Rad6; E3 ubiquitin–protein ligase Rad18,RAD6; RAD18,0.97
contextual,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Human; Mouse,In Saccharomyces cerevisiae; the RAD6–RAD18 complex functions as an E2–E3 ubiquitin ligase pair that monoubiquitinates PCNA at Lys164 in response to DNA damage or replication stalling. This modification promotes recruitment of translesion synthesis polymerases and facilitates DNA damage tolerance.,• Rad6p (ubiquitin‑conjugating enzyme E2); • Rad18p (RING‑type ubiquitin ligase E3),• RAD6; • RAD18,0.955
zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,None (not observed in Human; Mouse; C. elegans; or Drosophila melanogaster),Under phosphate-replete conditions in Saccharomyces cerevisiae; the Pho85–Pho80 complex phosphorylates the transcription factor Pho4; preventing its nuclear entry and thereby repressing PHO gene expression. It also participates in cell cycle regulation; glycogen metabolism; and stress responses via phosphorylation of additional targets.,• Pho85 (cyclin-dependent kinase); • Pho80 (cyclin),• PHO85; • PHO80,0.8975
few-shot,PHO85–PHO80 CDK–cyclin complex,Saccharomyces cerevisiae,N/A,A cyclin-dependent kinase complex that regulates phosphate homeostasis in Saccharomyces cerevisiae by phosphorylating the transcription factor Pho4 in phosphate-replete conditions (leading to its nuclear export and PHO gene repression); under phosphate starvation the CDK inhibitor Pho81 binds and inhibits Pho85–Pho80; allowing PHO regulon activation.,Cyclin-dependent kinase Pho85; Cyclin Pho80,PHO85; PHO80,0.94
contextual,PHO85‑PHO80 CDK‑cyclin complex,Saccharomyces cerevisiae,N/A,A serine/threonine kinase complex that regulates phosphate homeostasis in Saccharomyces cerevisiae by phosphorylating the transcription factor Pho4 under high‑phosphate conditions (thereby repressing the PHO regulon); and also contributes to G1 cell‑cycle progression and glycogen metabolism.,Cyclin‑dependent kinase Pho85; Cyclin Pho80,PHO85; PHO80,0.951
zero-shot,DNA polymerase ε,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Leading‐strand DNA synthesis and proofreading during chromosomal DNA replication,• Pol2 (catalytic subunit); • Dpb2 (essential noncatalytic subunit); • Dpb3 (accessory subunit); • Dpb4 (accessory subunit),• POL2; • DPB2; • DPB3; • DPB4,0.9125
few-shot,DNA polymerase ε complex',Saccharomyces cerevisiae',Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans',Catalyzes high‑fidelity leading‑strand DNA synthesis during replication and participates in DNA repair and checkpoint signaling.',DNA polymerase II catalytic subunit (Pol2); DNA polymerase ε subunit Dpb2; DNA polymerase ε subunit Dpb3; DNA polymerase ε subunit Dpb4',POL2; DPB2; DPB3; DPB4',0.93
contextual,DNA polymerase ε (Pol ε) complex,Saccharomyces cerevisiae,Human (POLE; POLE2; POLE3; POLE4); Mouse (Pole; Pole2; Pole3; Pole4); Drosophila melanogaster (PolE1; PolE2; PolE3; PolE4); Caenorhabditis elegans (pole-1; pole-2; pole-3; pole-4),Primary leading‐strand DNA polymerase during S phase; also participates in DNA damage checkpoint signaling and certain repair processes.,Pol2 (DNA polymerase ε catalytic subunit); Dpb2 (subunit B); Dpb3 (subunit C); Dpb4 (subunit D),POL2; DPB2; DPB3; DPB4,0.955
zero-shot,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Tethering of endosome-derived vesicles to the trans‑Golgi network to enable retrograde transport of proteins and lipids,Vps51p; Vps52p; Vps53p; Vps54p,VPS51; VPS52; VPS53; VPS54,0.91
few-shot,Conserved Oligomeric Golgi (COG) complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,A multisubunit tethering factor that mediates retrograde vesicular transport within the Golgi apparatus; maintains Golgi architecture; and influences protein glycosylation.,COG1; COG2; COG3; COG4; COG5; COG6; COG7; COG8,COG1; COG2; COG3; COG4; COG5; COG6; COG7; COG8,0.955
contextual,Transport Protein Particle I (TRAPPI) Complex,Saccharomyces cerevisiae,Human; Mouse; Caenorhabditis elegans; Drosophila melanogaster,A multisubunit tethering complex that mediates ER-to-Golgi and intra‑Golgi vesicle trafficking by acting as a guanine nucleotide exchange factor (GEF) for the small GTPase Ypt1p.,Bet3p; Bet5p; Trs20p; Trs23p; Trs31p; Trs33p,BET3; BET5; TRS20; TRS23; TRS31; TRS33,0.9125
zero-shot,GPI‑anchor transamidase complex,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Catalyzes the proteolytic cleavage of the C‑terminal GPI‑attachment signal of nascent proteins and covalent attachment of a preassembled glycosylphosphatidylinositol (GPI) anchor in the endoplasmic reticulum.,• PIGK (GPI8); • GPAA1 (GAA1); • PIGT; • PIGS; • PIGU,• PIGK; • GPAA1; • PIGT; • PIGS; • PIGU,0.8975
few-shot,GPI‑anchor transamidase complex',Human',Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae',Catalyzes the post‑translational attachment of preassembled glycosylphosphatidylinositol (GPI) lipid anchors onto proteins in the endoplasmic reticulum by recognizing and cleaving the C‑terminal GPI signal peptide and effecting a transamidation reaction.',GPI transamidase component 1 (GPAA1); GPI transamidase component 2 (PIGT); GPI transamidase component 3 (PIGK); GPI transamidase component 4 (PIGS); GPI transamidase component (PIGU)',GPAA1; PIGT; PIGK; PIGS; PIGU',0.955
contextual,GPI‑anchor transamidase complex,Human,Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Catalyzes proteolytic cleavage of the C‑terminal GPI‑signal peptide of precursor proteins and transfers the preassembled glycosylphosphatidylinositol (GPI) anchor to the newly exposed C‑terminus; completing GPI‑anchored protein biogenesis.,• PIGK (GPI transamidase subunit PIGK/GPI8); • PIGT (GPI transamidase subunit PIGT/GPI16); • PIGS (GPI transamidase subunit PIGS/GPI‑S); • GPAA1 (GPI transamidase subunit GPAA1); • PIGU (GPI transamidase subunit PIGU/CDC91),PIGK; PIGT; PIGS; GPAA1; PIGU,0.94
zero-shot,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Catalyzes the transfer of the first α‑1; 4‑linked mannose from dolichol‑linked mannose (Dol‑PM) to N‑acetylglucosaminyl phosphatidylinositol (GlcN‑PI) during GPI‑anchor biosynthesis,• Gpi14p; • Gpi2p; • Gpi15p,• GPI14 (ORF YKR083C); • GPI2 (ORF YBR269C); • GPI15 (ORF YGL033C),0.825
few-shot,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Human,Mouse; Saccharomyces cerevisiae,Catalyzes the transfer of the first mannose from dolichol‑phosphomannose to the GlcN‑acylphosphatidylinositol acceptor in the lumen of the endoplasmic reticulum; a critical early step in GPI‑anchor biosynthesis.,GPI mannosyltransferase 1 (PIG‑M); PIG‑X,PIGM; PIGX,0.925
contextual,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Human,Mouse,Catalyzes the transfer of the first mannose from dolichol‑phosphate‑mannose to the glycosylphosphatidylinositol (GPI) precursor in the endoplasmic reticulum lumen; forming an α‑1; 4‑mannosyl linkage.,GPI mannosyltransferase I subunit PIG‑M; GPI mannosyltransferase I accessory protein PIG‑X,PIGM; PIGX,0.925
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,None of Human; Mouse; C. elegans or Drosophila melanogaster have a direct Dsl1 complex ortholog (they use the related NRZ complex).,A multisubunit tethering complex at the endoplasmic reticulum that captures COPI‐coated retrograde transport vesicles; coordinates SNARE assembly (Sec20p; Sec22p) and uncoating of COPI vesicles; thereby ensuring efficient Golgi‐to‐ER trafficking in Saccharomyces cerevisiae.,Dsl1p (UniProt P47061); Tip20p (UniProt Q05932); Sec39p (Dsl3p) (UniProt P40063),DSL1 (YCL008C); TIP20 (YJL033C); SEC39 (YKR008C),1.00
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,Human; Mouse,A multisubunit tethering complex that captures COPI‐coated retrograde transport vesicles at the endoplasmic reticulum membrane and promotes SNARE‐dependent fusion for Golgi‐to‐ER retrieval.,Dsl1; Tip20; Sec39,DSL1; TIP20; SEC39,0.955
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae,Human; Mouse,A multisubunit tether that docks COPI-coated vesicles at the endoplasmic reticulum (ER) for retrograde Golgi-to-ER transport in budding yeast. It bridges incoming vesicles and the ER membrane; promoting SNARE complex assembly and membrane fusion.,Dsl1p; Tip20p; Sec39p (also known as Dsl3p),DSL1 (YDL161C); TIP20 (YDR149W); SEC39 (YBR044C),0.985
zero-shot,AP-1 adaptor protein complex 1 (AP-1A),Homo sapiens,Mus musculus; Drosophila melanogaster; Saccharomyces cerevisiae; Caenorhabditis elegans,Mediates clathrin-coated vesicle formation at the trans‑Golgi network and endosomes; sorting cargo proteins between the Golgi; endosomes; and plasma membrane.,• γ‑Adaptin (AP1G1); • β1‑Adaptin (AP1B1); • μ1A‑Adaptin (AP1M1); • σ1A‑Adaptin (AP1S1),• AP1G1; • AP1B1; • AP1M1; • AP1S1,0.9125
few-shot,AP-1 adaptor complex (HA1 clathrin adaptor),Human,Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae,A heterotetrameric clathrin‐associated adaptor that mediates cargo selection and vesicle formation at the trans‐Golgi network and endosomes; facilitating sorting of lysosomal and plasma membrane proteins.,• Gamma‐adaptin (AP1G1); • Beta‐1 adaptin (AP1B1); • Mu‐1A adaptin (AP1M1); • Sigma‐1 adaptin (AP1S1),AP1G1; AP1B1; AP1M1; AP1S1,0.15
contextual,AP-1 adaptor complex (HA1; HA1 clathrin adaptor)',Human',Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae',A heterotetrameric clathrin adaptor that selects cargo and drives clathrin‑coated vesicle formation at the trans‑Golgi network and endosomes; enabling directed protein trafficking between these compartments.',Adaptin beta‑1 (AP1B1); Adaptin gamma‑1 (AP1G1); Medium subunit mu‑1A (AP1M1); Small subunit sigma‑1A (AP1S1)',AP1B1; AP1G1; AP1M1; AP1S1',0.955
zero-shot,PAN1 actin cytoskeleton‑regulatory complex,Saccharomyces cerevisiae,None (no direct Pan1 complex orthologs forming the same tripartite assembly are reported in Human; Mouse; C. elegans; or D. melanogaster),Serves as a scaffold at cortical actin patches to coordinate actin polymerization with clathrin‑mediated endocytosis; recruiting and organizing actin‑nucleation factors and endocytic machinery.,• Pan1; • End3; • Sla1,• PAN1 (YNL106C); • END3 (YLR079W); • SLA1 (YBL111C),0.94
few-shot,Pan1 actin cytoskeleton‐regulatory complex,Saccharomyces cerevisiae,N/A,A multi‐protein scaffold at cortical actin patches that nucleates and organizes actin polymerization during endocytosis; it recruits and activates Arp2/3 complex and links membrane invagination to the actin cytoskeleton.,Pan1p; End3p; Sla1p,PAN1; END3; SLA1,0.955
contextual,Pan1-Sla1-End3 complex',Saccharomyces cerevisiae',N/A',Acts as a scaffold for clathrin‑mediated endocytosis in budding yeast; coupling cargo/adaptor recognition to local Arp2/3‑driven actin polymerization and patch assembly.',Pan1; Sla1; End3',PAN1; SLA1; END3',0.94
zero-shot,AMP-activated protein kinase (AMPK) complex,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Cellular energy sensor; phosphorylates targets to restore ATP levels under low-energy conditions,AMPK α1 catalytic subunit; AMPK α2 catalytic subunit; AMPK β1 regulatory subunit; AMPK β2 regulatory subunit; AMPK γ1 regulatory subunit; AMPK γ2 regulatory subunit; AMPK γ3 regulatory subunit,PRKAA1; PRKAA2; PRKAB1; PRKAB2; PRKAG1; PRKAG2; PRKAG3,0.87
few-shot,AMP-activated protein kinase (AMPK) complex,Human,Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,A heterotrimeric Ser/Thr kinase that monitors cellular energy by sensing the AMP/ATP ratio; when activated; it phosphorylates targets to inhibit anabolic pathways (e.g.; lipid and protein synthesis) and activate catabolic pathways (e.g.; fatty acid oxidation; glucose uptake; autophagy) to restore energy homeostasis.,• Catalytic alpha subunits: PRKAA1 (AMPKα1); PRKAA2 (AMPKα2); • Regulatory beta subunits: PRKAB1 (AMPKβ1); PRKAB2 (AMPKβ2); • Regulatory gamma subunits: PRKAG1 (AMPKγ1); PRKAG2 (AMPKγ2); PRKAG3 (AMPKγ3),PRKAA1; PRKAA2; PRKAB1; PRKAB2; PRKAG1; PRKAG2; PRKAG3,0.94
contextual,AMPK (AMP-activated protein kinase) complex,Human,Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,In human cells; the heterotrimeric AMPK complex senses increases in AMP/ADP via its γ subunit; is allosterically activated and phosphorylated at Thr172 on its α catalytic subunit; and subsequently phosphorylates key metabolic enzymes and transcriptional regulators to switch on ATP‑generating pathways (e.g.; fatty‑acid oxidation; glycolysis) and switch off ATP‑consuming processes (e.g.; lipid/cholesterol/protein synthesis).,• AMPKα1 (AMP‑activated protein kinase catalytic subunit alpha‑1); • AMPKα2 (AMP‑activated protein kinase catalytic subunit alpha‑2); • AMPKβ1 (regulatory subunit beta‑1); • AMPKβ2 (regulatory subunit beta‑2); • AMPKγ1 (regulatory subunit gamma‑1); • AMPKγ2 (regulatory subunit gamma‑2); • AMPKγ3 (regulatory subunit gamma‑3),• PRKAA1 (encoding AMPKα1); • PRKAA2 (encoding AMPKα2); • PRKAB1 (encoding AMPKβ1); • PRKAB2 (encoding AMPKβ2); • PRKAG1 (encoding AMPKγ1); • PRKAG2 (encoding AMPKγ2); • PRKAG3 (encoding AMPKγ3),0.97
zero-shot,Augmin complex (also known as the HAUS complex),Homo sapiens (Human),Mus musculus (Mouse); Drosophila melanogaster; Caenorhabditis elegans,Promotes branching microtubule nucleation within the mitotic spindle by recruiting the γ-tubulin ring complex (γ-TuRC) to existing spindle microtubules; thereby amplifying and properly orienting spindle microtubule arrays during cell division.,HAUS1; HAUS2; HAUS3; HAUS4; HAUS5; HAUS6; HAUS7; HAUS8,HAUS1 (alias FAM29A); HAUS2; HAUS3; HAUS4; HAUS5; HAUS6; HAUS7; HAUS8,0.87
few-shot,Augmin complex (HAUS complex),Human,Drosophila melanogaster; Mouse,Facilitates microtubule-dependent nucleation of spindle microtubules during mitosis by recruiting γ-tubulin ring complexes (γ-TuRC) to existing microtubules; thereby amplifying spindle microtubule density and ensuring proper spindle assembly and chromosome segregation.,HAUS1 (Augmin subunit 1); HAUS2 (Augmin subunit 2); HAUS3 (Augmin subunit 3); HAUS4 (Augmin subunit 4); HAUS5 (Augmin subunit 5); HAUS6 (Augmin subunit 6); HAUS7 (Augmin subunit 7); HAUS8 (Augmin subunit 8),HAUS1; HAUS2; HAUS3; HAUS4; HAUS5; HAUS6; HAUS7; HAUS8,0.955
contextual,Augmin complex (also known in human as the HAUS complex),Human,Mouse; Drosophila melanogaster,Mediates branching microtubule nucleation in the mitotic spindle by recruiting the γ-tubulin ring complex (γ-TuRC) to pre‐existing spindle microtubules; ensuring robust spindle assembly and accurate chromosome segregation.,HAUS1; HAUS2; HAUS3; HAUS4; HAUS5; HAUS6; HAUS7; HAUS8,HAUS1; HAUS2; HAUS3; HAUS4; HAUS5; HAUS6; HAUS7; HAUS8,0.955
zero-shot,Myb-MuvB (MMB) transcriptional activation complex,Homo sapiens,Mus musculus; Drosophila melanogaster; Caenorhabditis elegans,Activates transcription of G2/M cell‑cycle genes by binding promoters and recruiting co‑activators for mitotic entry and cytokinesis,B-Myb (MYBL2); LIN9; LIN37; LIN52; LIN54; RBBP4,MYBL2; LIN9; LIN37; LIN52; LIN54; RBBP4,0.895
few-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,Human; Mouse,A cell-cycle regulatory complex that binds promoter regions of G2/M phase genes to activate their transcription; driving mitotic entry and progression.,dMyb (Myb); Mip120; Mip130; Mip40; Mip60; Caf1-55,myb; mip120; mip130; mip40; mip60; caf1-55,0.9125
contextual,Myb-MuvB transcriptional activation complex',Drosophila melanogaster',Human; Mouse',Activates transcription of a subset of G2/M cell cycle genes by recruiting transcriptional machinery to promoters of mitotic regulators during late S and G2 phases.',Drosophila Myb; Mip120; Mip130; Mip40',Myb; mip120; mip130; mip40',0.94
zero-shot,CORVET tethering complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,Tethers and coordinates the homotypic fusion of early endosomal compartments and the vacuole via SNARE-dependent membrane docking in Saccharomyces cerevisiae,Vps3; Vps8; Vps11; Vps16; Vps18; Vps33,VPS3; VPS8; VPS11; VPS16; VPS18; VPS33,1.00
few-shot,CORVET tethering complex',Saccharomyces cerevisiae',Human; Mouse; Caenorhabditis elegans; Drosophila melanogaster',A hetero‑hexameric tethering complex that localizes to early endosomes in Saccharomyces cerevisiae; binds the Rab5 homolog Vps21; and promotes SNARE‑dependent membrane tethering and fusion during endosomal maturation.',Vps11; Vps18; Vps16; Vps33; Vps3; Vps8',VPS11; VPS18; VPS16; VPS33; VPS3; VPS8',1.00
contextual,CORVET tethering complex,Saccharomyces cerevisiae,Human; Mouse; Caenorhabditis elegans; Drosophila melanogaster,A six‐subunit endosomal tether that binds the Rab5/Vps21 GTPase on early endosomes to promote SNARE‐mediated homotypic fusion and cargo sorting.,Vps11; Vps16; Vps18; Vps33; Vps3; Vps8,VPS11; VPS16; VPS18; VPS33; VPS3; VPS8,0.955
