Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,KDR–VEGF165 complex,Human,Mus musculus,"Binding of VEGF165 to the extracellular domain of the receptor tyrosine kinase KDR (VEGFR‑2) induces receptor dimerization and autophosphorylation, triggering downstream signaling pathways (e.g., MAPK, PI3K–AKT) that promote endothelial cell proliferation, migration, vascular permeability, and angiogenesis.","- Vascular endothelial growth factor receptor 2 (KDR/VEGFR‑2); - Vascular endothelial growth factor A, isoform 165 (VEGF165)",- KDR; - VEGFA,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,KDR–VEGF165 complex,Human,"Mouse, Rat, Zebrafish (and other vertebrates)","In human vascular endothelial cells, the dimeric VEGF165 ligand binds the extracellular domain of KDR (VEGFR‑2), inducing receptor dimerization and tyrosine autophosphorylation. This activates downstream signaling cascades (MAPK/ERK, PI3K/Akt, PLCγ), driving endothelial cell proliferation, migration, survival, and increased vascular permeability during angiogenesis.","- Vascular endothelial growth factor receptor 2 (VEGFR‑2, also known as KDR); - Vascular endothelial growth factor A isoform 165 (VEGF165)",- KDR; - VEGFA,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
zero-shot,• FLT4–VEGFC receptor–ligand complex,• Homo sapiens,,"• Mediates lymphangiogenesis and maintenance of lymphatic vasculature; • Promotes endothelial cell proliferation, migration, and survival in lymphatic vessels; Proteins in the complex and their genes:; • FLT4 (VEGFR-3) – gene: FLT4; • VEGFC – gene: VEGFC; Other organisms (from Human, Mouse, C. elegans, D. melanogaster, S. cerevisiae) in which this complex is also found:; • Mus musculus (Mouse); Self‑confidence score calculation:; (0.90 × 0.30) + (0.95 × 0.30) + (0.98 × 0.25) + (0.90 × 0.15) = 0.935",,,
few-shot,FLT4–VEGFC complex,Human,Mouse,"Binding of the secreted growth factor VEGFC to its receptor VEGFR‑3 (FLT4) on lymphatic endothelial cells initiates downstream signaling (e.g., PI3K/Akt, MAPK) that drives lymphangiogenesis and lymphatic vessel maintenance.","Vascular endothelial growth factor receptor 3 (VEGFR‑3/FLT4), Vascular endothelial growth factor C (VEGFC)","FLT4, VEGFC",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15)
contextual,FLT4–VEGFC complex,Human,"Mouse (Mus musculus), Rat (Rattus norvegicus)","Binding of VEGFC (vascular endothelial growth factor C) to its receptor FLT4 (VEGFR‑3) on lymphatic endothelial cells triggers receptor dimerization, autophosphorylation, and downstream signaling (via PI3K–AKT and MAPK pathways). This drives lymphangiogenesis, lymphatic endothelial cell proliferation, migration, and survival during development and in pathological conditions (e.g., tumor metastasis, lymphedema).",- Vascular endothelial growth factor receptor 3 (VEGFR‑3/FLT4); - Vascular endothelial growth factor C (VEGFC),- FLT4; - VEGFC,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
zero-shot,• Integrin α3β1 heterodimer,• Homo sapiens,,"• ECM receptor that binds laminins and fibronectin; • Mediates cell–matrix adhesion, migration and signal transduction; Proteins in the complex:; • Integrin alpha‑3 subunit (ITGA3); • Integrin beta‑1 subunit (ITGB1); Corresponding genes:; • ITGA3 (EntrezGene: 3678; HGNC: 6143); • ITGB1 (EntrezGene: 3688; HGNC: 6150); Other organisms in which this complex is found:; • Mus musculus (orthologous Itga3–Itgb1 complex); Self‑confidence score equation:; 0.3 × 0.95 + 0.3 × 0.90 + 0.25 × 0.98 + 0.15 × 1.00 = 0.95",,,
few-shot,ITGA3-ITGB1 complex',Human',Mouse',"This heterodimeric integrin serves as a cell surface receptor for extracellular matrix ligands (laminins, fibronectin, collagen), mediating cell adhesion, migration, and outside‑in signaling in epithelial and other cell types.'",Integrin alpha‑3; Integrin beta‑1',ITGA3; ITGB1',(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
contextual,Integrin α3β1 complex,Human,Mouse,"A heterodimeric cell-surface receptor that mediates cell–extracellular matrix adhesion by binding laminins (especially laminin-5/laminin-332), collagens, and fibronectin; plays key roles in cell migration, differentiation, basement membrane assembly, and signal transduction.","Integrin alpha-3 (CD49c), Integrin beta-1 (CD29)","ITGA3, ITGB1",(0.98 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15)
zero-shot,Golgi-associated retrograde protein (GARP) complex (also called the Vps fifty‑three complex),,,"– Tethers endosome-derived transport carriers to the trans‑Golgi network (TGN); – Drives retrograde trafficking of sorting receptors (e.g., Vps10p) from endosomes back to the Golgi; – Maintains Golgi and vacuolar protein sorting fidelity and lipid homeostasis; Subunit proteins and corresponding genes in S. cerevisiae:; • Vps51p – gene: VPS51; • Vps52p – gene: VPS52; • Vps53p – gene: VPS53; • Vps54p – gene: VPS54; Presence in other model organisms (homologous GARP complex found):; • Human (Homo sapiens) – VPS51, VPS52, VPS53, VPS54; • Mouse (Mus musculus) – Vps51, Vps52, Vps53, Vps54; • Caenorhabditis elegans – vps‑51, vps‑52, vps‑53, vps‑54; • Drosophila melanogaster – Vps51, Vps52, Vps53, Vps54; Self‑confidence score calculation:; (0.3 × 1.00) + (0.3 × 0.90) + (0.25 × 1.00) + (0.15 × 1.00) = 0.97",,,
few-shot,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans","A heterotetrameric tethering complex that docks and fuses endosome‐derived vesicles at the trans‐Golgi network, promoting recycling of Golgi‐resident proteins and SNAREs back to the TGN.",- Vps51p; - Vps52p; - Vps53p; - Vps54p,- VPS51; - VPS52; - VPS53; - VPS54,(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans","Mediates tethering of endosome-derived vesicles to the trans‑Golgi network (TGN), facilitating retrograde transport of sorting receptors, SNAREs, and other cargo back to the Golgi.",• Vps51p; • Vps52p; • Vps53p; • Vps54p,• VPS51 (YML118W); • VPS52 (YGL047C); • VPS53 (YDL170C); • VPS54 (YLR244C),(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.285 + 0.270 + 0.250 + 0.150; = **0.955**
zero-shot,Hair-cell mechanotransduction channel complex (TMC2-containing),Homo sapiens,,"Converts mechanical deflection of stereocilia in inner‐ear hair cells into receptor‐potentials (mechanoelectrical transduction). TMC2 serves as a pore‐forming subunit, particularly during early postnatal stages.; Constituent proteins and corresponding genes:; • Transmembrane channel‐like protein 2 (TMC2) – TMC2; • Lipoma HMGIC fusion partner‐like 5 (also TMHS) – LHFPL5; • Transmembrane inner‐ear protein (TMIE) – TMIE; • Calcium- and integrin‐binding family member 2 – CIB2; • Protocadherin 15 (tip‐link component) – PCDH15; Other organisms (of the five listed) in which this complex is also found:; • Mouse (Mus musculus) – orthologous complex with the same core subunits; Self‑confidence score (by weighted criteria):; 0.8*0.3 + 0.7*0.3 + 0.9*0.25 + 0.95*0.15 = 0.8175",,,
few-shot,Mechanotransduction channel complex containing Transmembrane channel‑like protein 2 (TMC2),Mouse (Mus musculus),Human (orthologous TMC2‑containing mechanotransduction complexes have been inferred in human cochlear hair cells),"In cochlear hair cells, this membrane‑embedded complex converts mechanical deflections of stereocilia into receptor potentials by mediating Ca2+‑permeable cation influx. During early postnatal development, TMC2 forms the pore of the mechanotransducer channel before being largely replaced by TMC1.","• Transmembrane channel‑like protein 2 (TMC2); • Lipoma HMGIC fusion partner‑like 5 (LHFPL5, also called TMHS); • Transmembrane inner ear protein (TMIE); • Calcium‑ and integrin‑binding family member 2 (CIB2)",• Tmc2; • Lhfpl5; • Tmie; • Cib2,(0.90 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15; = **0.94**
contextual,TMC2 mechanotransduction channel complex,Mouse,Human,"Forms the pore of the auditory hair‐cell mechanotransduction channel, converting stereociliary deflection into receptor currents in cochlear hair cells (especially during early postnatal stages).",- Transmembrane channel‐like protein 2 (TMC2); - Transmembrane inner ear protein (TMIE); - Lipoma HMGIC fusion partner‐like 5 (LHFPL5); - Calcium and integrin‐binding protein 2 (CIB2); - Calcium and integrin‐binding protein 3 (CIB3),- Tmc2; - Tmie; - Lhfpl5; - Cib2; - Cib3,(0.90 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15) = 0.27 + 0.24 + 0.2375 + 0.15 = **0.8975**
zero-shot,eukaryotic initiation factor 3 (eIF3) – 13 subunits,Homo sapiens,,"• Core translation‐initiation factor that binds the 40S ribosomal subunit, promotes 43S pre‐initiation complex formation, mRNA recruitment, scanning for the start codon, and subunit joining.; Subunit composition (protein – gene):; • eIF3a – EIF3A; • eIF3b – EIF3B; • eIF3c – EIF3C; • eIF3d – EIF3D; • eIF3e – EIF3E; • eIF3f – EIF3F; • eIF3g – EIF3G; • eIF3h – EIF3H; • eIF3i – EIF3I; • eIF3j – EIF3J; • eIF3k – EIF3K; • eIF3l – EIF3L; • eIF3m – EIF3M; Other organisms with a 13‑subunit eIF3:; • Mus musculus (mouse); • Caenorhabditis elegans; • Drosophila melanogaster; Self‑confidence scoring (weights × accuracy):; 0.3 × 1.00 + 0.3 × 1.00 + 0.25 × 1.00 + 0.15 × 1.00 = 1.00",,,
few-shot,eukaryotic initiation factor 3 (eIF3) complex,Human,"• Mouse; • Drosophila melanogaster; • Caenorhabditis elegans; • Plants (e.g., Arabidopsis thaliana); (Note: Saccharomyces cerevisiae eIF3 has a reduced six‑subunit core.)","• Binds the 40S ribosomal subunit to stabilize the 43S pre‑initiation complex; • Promotes mRNA recruitment and scanning for the start codon; • Prevents premature 60S subunit joining; • Interacts with other initiation factors (eIF1, eIF1A, eIF4F) to regulate translation initiation; Proteins (13 subunits):; • eIF3a; • eIF3b; • eIF3c; • eIF3d; • eIF3e; • eIF3f; • eIF3g; • eIF3h; • eIF3i; • eIF3j; • eIF3k; • eIF3l; • eIF3m; Corresponding Genes:; • EIF3A; • EIF3B; • EIF3C; • EIF3D; • EIF3E; • EIF3F; • EIF3G; • EIF3H; • EIF3I; • EIF3J; • EIF3K; • EIF3L; • EIF3M",,,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
contextual,13‑subunit eukaryotic initiation factor 3 (eIF3) complex,Homo sapiens,• Mus musculus (Mouse); • Drosophila melanogaster; • Caenorhabditis elegans,"• Central scaffold of the 43S pre‑initiation complex.; • Promotes binding of the 40S ribosomal subunit to Met‑tRNAᵢ^Met and mRNA, facilitates mRNA scanning, AUG recognition, and subunit joining.; • Acts as a hub for interactions with other initiation factors (eIF1, eIF1A, eIF2–GTP–Met‑tRNAᵢ^Met, eIF4F) and the 40S ribosome.; Proteins and Corresponding Genes:; 1. eIF3a (EIF3A); 2. eIF3b (EIF3B); 3. eIF3c (EIF3C); 4. eIF3d (EIF3D); 5. eIF3e (EIF3E); 6. eIF3f (EIF3F); 7. eIF3g (EIF3G); 8. eIF3h (EIF3H); 9. eIF3i (EIF3I); 10. eIF3j (EIF3J)*; 11. eIF3k (EIF3K); 12. eIF3l (EIF3L); 13. eIF3m (EIF3M); *eIF3j is more loosely associated but is generally included in the 13‑subunit holo‑complex.",,,(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.285 + 0.270 + 0.250 + 0.150; = **0.955**
zero-shot,NuA4/TIP60 acetyltransferase complex (often called the TIP60 chromatin‑remodeling complex),Human,,"• Catalyzes acetylation of histone H4 and H2A, promoting transcriptional activation; • Facilitates DNA double‑strand break repair via homologous recombination; • Modulates chromatin structure during cell cycle progression and apoptosis; Core protein subunits and their genes:; • KAT5 (alias TIP60) – lysine acetyltransferase, catalytic subunit; • TRRAP – transformation/transcription domain–associated protein, scaffold; • EP400 – E1A‑binding protein, ATP‑dependent chromatin remodeling; • DMAP1 – DNA methyltransferase 1–associated protein; • EPC1 – enhancer of polycomb homolog 1; • EPC2 – enhancer of polycomb homolog 2; • ING3 – inhibitor of growth protein 3, PHD‑finger reader; • YEATS4 (alias GAS41) – YEATS domain–containing subunit; • MRGBP – MORF‑related gene–binding protein; • RUVBL1 – RuvB‑like AAA+ ATPase 1; • RUVBL2 – RuvB‑like AAA+ ATPase 2; Other organisms in which a homologous TIP60/NuA4 complex has been biochemically characterized:; • Mouse (Mus musculus); • Drosophila melanogaster; • Saccharomyces cerevisiae; Self‑confidence score calculation:; (0.3×1.00)+(0.3×1.00)+(0.25×1.00)+(0.15×1.00)=1.00",,,
few-shot,NuA4/TIP60 histone acetyltransferase complex (Tip60 complex),Human (Homo sapiens),- Saccharomyces cerevisiae (NuA4 complex); - Drosophila melanogaster (Tip60 complex); - Mouse (Mus musculus),"Acetylation of histones H2A, H3 and H4 to regulate chromatin structure, transcription activation, DNA repair (double-strand break response), and apoptosis.",- Tip60 (KAT5); - Transformation/transcription domain‑associated protein (TRRAP); - E1A‑binding protein p400 (EP400); - DNA methyltransferase 1‑associated protein 1 (DMAP1); - Inhibitor of growth protein 3 (ING3); - MRG domain‑binding protein (MRGBP); - Bromodomain‑containing protein 8 (BRD8); - ELL‑associated factor 6 (EAF6); - Enhancer of polycomb homolog 1 (EPC1); - Enhancer of polycomb homolog 2 (EPC2); - Malignant brain tumor–associated protein 1 (MBTD1); - RuvB‑like 1 (RUVBL1); - RuvB‑like 2 (RUVBL2); - YEATS domain‐containing 4 (YEATS4); - TAF5‑like RNA polymerase II p300/CBP‐associated factor–associated factor (TAF5L); - TAF6‑like RNA polymerase II p300/CBP‑associated factor–associated factor (TAF6L),KAT5; TRRAP; EP400; DMAP1; ING3; MRGBP; BRD8; EAF6; EPC1; EPC2; MBTD1; RUVBL1; RUVBL2; YEATS4; TAF5L; TAF6L,(0.90 × 0.3) + (0.85 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15)
contextual,TIP60 (NuA4) histone acetyltransferase complex,Human,"Conserved in mouse, Drosophila melanogaster, Saccharomyces cerevisiae (as NuA4 complex)","A multi‐subunit histone acetyltransferase that acetylates histones H4, H2A, H2AZ and H2AX to regulate chromatin structure, transcription, DNA damage repair and apoptosis.",,,(0.90 × 0.3) + (0.90 × 0.3) + (0.85 × 0.25) + (1.00 × 0.15) = 0.27 + 0.27 + 0.2125 + 0.15 = **0.9025**
zero-shot,COP9 Signalosome (CSN),Homo sapiens,,"• Deneddylation of cullin-RING ubiquitin ligases (CRLs), thereby regulating protein ubiquitylation and turnover; • Control of cell cycle progression, DNA damage response, and transcription through modulation of substrate receptor recruitment to CRLs; • Involvement in development, signal transduction, and stress responses via coordination of multiple signaling pathways; Subunit Proteins and Corresponding Genes; • COPS1 (CSN1) – gene: COPS1; • COPS2 (CSN2) – gene: COPS2; • COPS3 (CSN3) – gene: COPS3; • COPS4 (CSN4) – gene: COPS4; • COPS5 (CSN5/JAB1) – gene: COPS5; • COPS6 (CSN6) – gene: COPS6; • COPS7A (CSN7A) – gene: COPS7A; • COPS7B (CSN7B) – gene: COPS7B; • COPS8 (CSN8) – gene: COPS8; Other Organisms in Which the Complex Is Also Found; • Mus musculus (mouse); • Caenorhabditis elegans; • Drosophila melanogaster; • Saccharomyces cerevisiae; Self‑Confidence Score Calculation; 0.9*0.3 + 0.8*0.3 + 0.9*0.25 + 1.0*0.15 = 0.885",,,
few-shot,COP9 signalosome,Human,"Conserved across eukaryotes, including Mouse (Mus musculus), Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae.","A multi‐subunit regulator of cullin‐RING ubiquitin ligases (CRLs) that catalyzes deneddylation of NEDD8 from cullin subunits, thereby controlling CRL activity and influencing cell cycle progression, DNA damage response, and signal transduction.",,- COPS1; - COPS2; - COPS3; - COPS4; - COPS5; - COPS6; - COPS7A; - COPS7B; - COPS8,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,COP9 signalosome,Human,"Mouse, Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae (highly conserved across eukaryotes)","A multi‐subunit regulator of the ubiquitin–proteasome system that catalyzes deneddylation of cullin proteins within Cullin–RING E3 ubiquitin ligases, thereby controlling their activity in protein turnover, cell cycle progression, DNA damage response, and signal transduction.",,,(0.95 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.2375 + 0.15; = **0.9425**
zero-shot,20S proteasome (also called 20S core particle),Homo sapiens,,"ATP‑ and ubiquitin‑independent protease core that, when gated open, degrades unfolded or ubiquitinated proteins into short peptides as part of the ubiquitin–proteasome system.",,,
few-shot,,,,,,,
contextual,20S proteasome,Human,"Highly conserved in eukaryotes (Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae) and in archaeal species","The 20S proteasome is the catalytic core of the ubiquitin–proteasome system in human cells. It degrades polyubiquitinated proteins into peptides, regulates protein quality control, cell‐cycle progression, signal transduction, antigen processing, and stress responses.",,,(Consistency across sources 0.99 × 0.30) + (Experimental support 0.99 × 0.30) + (Gene–protein mapping accuracy 0.99 × 0.25) + (Organism specificity 0.95 × 0.15); = 0.297 + 0.297 + 0.2475 + 0.1425 = **0.984**
zero-shot,HCN1–HCN4 heteromeric hyperpolarization‑activated cyclic nucleotide‑gated channel,Homo sapiens,,"Generates the “funny” (I_f) current in sinoatrial node pacemaker cells and contributes to rhythmic activity in certain neurons by opening on membrane hyperpolarization and being modulated by cyclic nucleotides.; Proteins in complex:; • HCN1 (UniProt Q9H3K2, 890 aa); • HCN4 (UniProt Q9Y3R2, 873 aa); Genes encoding the proteins:; • HCN1 gene (Entrez Gene ID 10024), located on chromosome 5q35; • HCN4 gene (Entrez Gene ID 10025), located on chromosome 15q24.1; Other organisms (of the five listed) in which HCN1–HCN4 heteromers have been reported:; • Mus musculus (mouse); Self‑confidence score calculation:; (1.00 × 0.30) + (0.90 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15) = 0.30 + 0.27 + 0.25 + 0.15 = 0.97",,,
few-shot,HCN1–HCN4 channel complex,Human,"Mouse, Rat",A heteromeric hyperpolarization-activated cyclic nucleotide‑gated (HCN) channel that conducts the “funny” current (If) in sinoatrial node myocytes to generate and regulate cardiac pacemaker activity. It also contributes to rhythmic firing and dendritic integration in certain neurons.,• Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); • Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),• HCN1; • HCN4,(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (0.90 × 0.15); = 0.285 + 0.270 + 0.250 + 0.135; = **0.94**
contextual,HCN1–HCN4 heteromeric channel complex,Human,"Mouse, Rat","A hyperpolarization-activated, cyclic nucleotide–gated nonselective cation channel that carries the “funny” current (I_f) in sinoatrial node pacemaker cells, contributing to diastolic depolarization and heart rate regulation.",• Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); • Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),• HCN1; • HCN4,(0.90 × 0.3) + (0.85 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.255 + 0.25 + 0.15; = **0.925**
zero-shot,GRIN1–P2RY4 receptor complex,Human (Homo sapiens),,"A putative membrane‐associated receptor assembly that may coordinate glutamatergic (via NMDA receptor subunit GRIN1) and purinergic (via P2Y4 receptor) signaling in central neurons, potentially modulating intracellular Ca2+ flux and synaptic plasticity.; Subunits and Gene Mapping:; • GRIN1 (N‑methyl‑D‑aspartate receptor subunit 1); – UniProt: P35439; – Gene: GRIN1; • P2RY4 (P2Y purinoceptor 4); – UniProt: P51577; – Gene: P2RY4; Other Organisms with Orthologous Complex:; Mouse (Mus musculus); – Grin1 (P35439 ortholog Q60760); – P2ry4 (P51577 ortholog Q61513); Self‑Confidence Score Calculation:; (Consistency across sources)×0.3 + (Experimental support)×0.3 + (Mapping accuracy)×0.25 + (Organism specificity)×0.15; = (0.0×0.3) + (0.0×0.3) + (1.0×0.25) + (1.0×0.15); = 0.00 + 0.00 + 0.25 + 0.15; = 0.40",,,
few-shot,GRIN1–P2RY4 complex,Human (Homo sapiens),"Orthologous pairs (Grin1–P2ry4) exist in mouse (Mus musculus), but no direct evidence for the complex outside human systems has been published.; Self Confidence Score Calculation:; (Consistency across databases 0.2 × 0.3) + (Supporting experimental data 0.1 × 0.3) + (Protein–gene mapping accuracy 1.0 × 0.25) + (Organism specificity 1.0 × 0.15); = (0.06) + (0.03) + (0.25) + (0.15); = **0.49**","Reported as a potential physical and functional association between the NMDA receptor’s obligatory subunit GluN1 (GRIN1) and the nucleotide‐activated GPCR P2Y4 (P2RY4). In human neuronal cells this association has been proposed to modulate NMDA‐mediated Ca2+ influx downstream of extracellular UTP/ATP signaling, although the detailed mechanism remains uncharacterized.","- Glutamate receptor ionotropic, N‑methyl-D‑aspartate 1 (GluN1); - P2Y purinoceptor 4 (P2Y4)",- GRIN1; - P2RY4,
contextual,GRIN1–P2RY4 complex,Human,"Mouse, Rat (orthologous GRIN1 and P2ry4 exist, but no confirmed receptor–receptor complex reported)","No direct physical interaction has been experimentally validated. Both receptors are co‑expressed in cortical and hippocampal neurons. Functional crosstalk has been reported whereby P2Y4 activation modulates NMDA receptor (GRIN1‑containing) currents, suggesting a putative signaling “complex” that coordinates glutamatergic and purinergic neurotransmission.",• Glutamate [NMDA] receptor subunit epsilon‑1 (NR1) (UniProt Q05586); • P2Y purinoceptor 4 (P2Y4 receptor) (UniProt P47900),• GRIN1; • P2RY4,(0.2 × 0.3) + (0.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.06 + 0.00 + 0.25 + 0.15; = **0.46**
zero-shot,TLR4–MD‑2 (LY96) LPS receptor complex,Homo sapiens,,"Sensing of bacterial lipopolysaccharide (LPS) at the cell surface, initiation of MyD88‑ and TRIF‑dependent signaling pathways, activation of NF‑κB and IRF3, and induction of proinflammatory cytokines and type I interferons.",,,
few-shot,LY96–TLR4 complex,Human,Mouse (Mus musculus),"Recognition of bacterial lipopolysaccharide (LPS) at the cell surface, initiating MyD88‑ and TRIF‑dependent signalling cascades that activate NF‑κB and IRF3, leading to pro‑inflammatory cytokine and type I interferon production.",- Toll‑like receptor 4 (TLR4); - Myeloid differentiation factor 2 (MD‑2; product of LY96),- TLR4; - LY96,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,LY96‑TLR4 complex,Human,"- Mouse (Mus musculus); - Rat (Rattus norvegicus); - Other mammals with orthologous TLR4/MD‑2 pairs (e.g., cow, pig)","The MD‑2 (LY96)–TLR4 receptor complex recognizes bacterial lipopolysaccharide (LPS) at the cell surface of innate immune cells. Upon LPS binding, MD‑2 facilitates TLR4 dimerization, triggering downstream MyD88‑ and TRIF‑dependent signaling cascades that activate NF‑κB and type I interferon responses.","- Toll‑like receptor 4 (TLR4); - Myeloid differentiation factor 2 (MD‑2, also known as LY96)",- TLR4; - LY96,(0.90 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15)
zero-shot,Rad6–Rad18 ubiquitin ligase complex,Saccharomyces cerevisiae,,"In response to DNA damage during S‑phase, this complex monoubiquitinates proliferating‑cell nuclear antigen (PCNA) at Lys164. This modification promotes translesion synthesis and post‑replication repair, thereby allowing replication forks to bypass DNA lesions.",,,
few-shot,Rad6–Rad18 ubiquitin ligase complex,Saccharomyces cerevisiae,"Human (UBE2A/UBE2B–RAD18), Mouse, Caenorhabditis elegans, Drosophila melanogaster","Catalyzes monoubiquitination of PCNA at Lys164 in response to replication-blocking DNA lesions, thereby recruiting translesion synthesis polymerases and promoting post‑replication DNA damage tolerance.",• Ubiquitin‑conjugating enzyme Rad6 (E2); • E3 ubiquitin‑protein ligase Rad18,• RAD6 (alias UBC2); • RAD18,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Caenorhabditis elegans, Drosophila melanogaster","In Saccharomyces cerevisiae, the Rad6–Rad18 E2–E3 ubiquitin ligase complex monoubiquitinates PCNA at Lys164 in response to stalled replication forks, thereby recruiting translesion DNA polymerases and promoting post‑replication repair.","Rad6 (ubiquitin‑conjugating enzyme E2), Rad18 (RING‑type E3 ubiquitin ligase)","RAD6, RAD18",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,PHO85–PHO80 CDK–cyclin complex,Saccharomyces cerevisiae; 0.15,,"• Senses and responds to extracellular phosphate levels; • Under high phosphate, phosphorylates the transcription factor Pho4p, preventing its nuclear import and repressing PHO regulon genes; • Also influences glycogen metabolism, cell‐cycle entry, endocytosis and other pathways via phosphorylation of diverse substrates; Proteins in the complex and their genes:; 1. Pho85p (cyclin‐dependent kinase) – gene: PHO85 (ORF YBR160W); 2. Pho80p (cyclin regulatory subunit) – gene: PHO80 (ORF YBR269C); Other organisms (from Human, Mouse, C. elegans, D. melanogaster):; None. The Pho85–Pho80 specific pairing is unique to S. cerevisiae; no direct orthologous CDK–cyclin complex with identical regulatory roles and binding specificity has been described in the other four species.; Self‐confidence score calculation:; Consistency across databases/sources (0.3 weight): 0.27; Supporting experimental data (0.3 weight): 0.29",0.25,,
few-shot,PHO85–PHO80 CDK–cyclin complex,Saccharomyces cerevisiae,N/A,"A cyclin-dependent kinase–cyclin pair that senses environmental phosphate levels to regulate the PHO regulon via phosphorylation of the transcription factor Pho4; additionally implicated in G1/S cell‐cycle progression, endocytic trafficking, and stress responses.","Pho85 (cyclin‐dependent kinase), Pho80 (cyclin)","PHO85, PHO80",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,,,,,,,
